id_sensibilidade,database,string_id,titulo,doi,ano,n_registros_agrupados_sensibilidade,ids_sensibilidade_agrupados,classe,match_corpus_id,motivo_match,resumo,palavras_chave,autores,fonte_periodico,tipo_documento,url,citacoes,idioma,resumo_presente,termo_encontrado,campo_encontrado,evidencia_curta,classe_ia_ml,tecnica_ia_ml,tipo_aplicacao,relacao_manutencao_predial,relacao_sustentabilidade,relacao_apoio_decisao,contexto_publico_universitario,decisao_triagem,justificativa,nivel_confianca
SENS_CROSSREF_00881,Crossref,crossref_ia_05,Deep reinforcement learning-based optimal building energy management strategies with photovoltaic systems,10.26868/25222708.2021.30879,2021,1,SENS_CROSSREF_00881,NOVO_POR_DOI,,,,,Minjeong Sim; Geonkyo Hong; Dongjun Suh,Building Simulation Conference Proceedings; Proceedings of Building Simulation 2021: 17th Conference of IBPSA,Trabalho em evento,https://doi.org/10.26868/25222708.2021.30879,0,,nao,reinforcement learning,titulo,deep reinforcement learning-based optimal building energy management strategies with photovoltaic systems,IA_ML_APLICACAO_CONFIRMADA,reinforcement_learning,outro,nao,nao,nao,nao_identificado,excluido,Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: reinforcement_learning. Termos ambíguos: nenhum. Resumo ausente na fonte -- classificação baseada apenas em título/palavras-chave/periódico. | Triagem (Bloco A/B + IA/ML): Sem resumo na fonte; sinal de título insuficiente (sem_sinal) para justificar inclusão.,alto
SENS_CROSSREF_00882,Crossref,crossref_ia_05,A Multi-Agent Deep Reinforcement Learning Framework for Real-Time Energy Management in Smart Building Communities,10.2139/ssrn.5208655,2025,1,SENS_CROSSREF_00882,NOVO_POR_DOI,,,,,Seyyed Danial Nazemi; Mohsen Jafari,,[nao_mapeado] posted-content,https://doi.org/10.2139/ssrn.5208655,1,,nao,reinforcement learning; smart building,titulo,a multi-agent deep reinforcement learning framework for real-time energy management in smart building communities  ,IA_ML_APLICACAO_CONFIRMADA,reinforcement_learning,outro,nao,nao,nao,nao_identificado,excluido,Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: reinforcement_learning. Termos ambíguos: smart_building. Resumo ausente na fonte -- classificação baseada apenas em título/palavras-chave/periódico. | Triagem (Bloco A/B + IA/ML): Sem resumo na fonte; sinal de título insuficiente (sem_sinal) para justificar inclusão.,alto
SENS_CROSSREF_00883,Crossref,crossref_ia_05,Multi-agent deep reinforcement learning for Smart building energy management with chance constraints,10.1016/j.enbuild.2025.115408,2025,1,SENS_CROSSREF_00883,NOVO_POR_DOI,,,,,Jingchuan Deng; Xinsheng Wang; Fangang Meng,Energy and Buildings,Artigo de periodico,https://doi.org/10.1016/j.enbuild.2025.115408,11,en,nao,reinforcement learning; smart building,titulo,multi-agent deep reinforcement learning for smart building energy management with chance constraints  ,IA_ML_APLICACAO_CONFIRMADA,reinforcement_learning,outro,nao,nao,nao,nao_identificado,excluido,Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: reinforcement_learning. Termos ambíguos: smart_building. Resumo ausente na fonte -- classificação baseada apenas em título/palavras-chave/periódico. | Triagem (Bloco A/B + IA/ML): Sem resumo na fonte; sinal de título insuficiente (sem_sinal) para justificar inclusão.,alto
SENS_CROSSREF_00884,Crossref,crossref_ia_05,A Novel Xi'An Drum Music Generation Method Based on Bi-Lstm Deep Reinforcement Learning,10.2139/ssrn.4415091,2023,1,SENS_CROSSREF_00884,NOVO_POR_DOI,,,,,Liang Tianmian,,[nao_mapeado] posted-content,https://doi.org/10.2139/ssrn.4415091,0,,nao,lstm; reinforcement learning,titulo,a novel xi'an drum music generation method based on bi-lstm deep reinforcement learning  ,IA_ML_APLICACAO_CONFIRMADA,lstm,outro,nao,nao,nao,nao_identificado,excluido,"Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: lstm, reinforcement_learning. Termos ambíguos: nenhum. Resumo ausente na fonte -- classificação baseada apenas em título/palavras-chave/periódico. | Triagem (Bloco A/B + IA/ML): Sem resumo na fonte; sinal de título insuficiente (sem_sinal) para justificar inclusão.",alto
SENS_CROSSREF_00885,Crossref,crossref_ia_05,A Novel Safe Multi-Agent Deep Reinforcement Learning-Based Method for Smart Building Energy Management,10.2139/ssrn.5266265,2025,1,SENS_CROSSREF_00885,NOVO_POR_DOI,,,,,Jingchuan Deng; Xinsheng Wang; Fangang Meng,,[nao_mapeado] posted-content,https://doi.org/10.2139/ssrn.5266265,0,,nao,reinforcement learning; smart building,titulo,a novel safe multi-agent deep reinforcement learning-based method for smart building energy management  ,IA_ML_APLICACAO_CONFIRMADA,reinforcement_learning,outro,nao,nao,nao,nao_identificado,excluido,Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: reinforcement_learning. Termos ambíguos: smart_building. Resumo ausente na fonte -- classificação baseada apenas em título/palavras-chave/periódico. | Triagem (Bloco A/B + IA/ML): Sem resumo na fonte; sinal de título insuficiente (sem_sinal) para justificar inclusão.,alto
SENS_CROSSREF_00886,Crossref,crossref_ia_05,Optimization of Building Integrated Energy System Based on Temporal Graph Deep Reinforcement Learning,10.2139/ssrn.5676530,2025,1,SENS_CROSSREF_00886,NOVO_POR_DOI,,,,,Xiaoning Shen; Guanghui Zhang; Xinghui Chen; Jiangyi Shi,,[nao_mapeado] posted-content,https://doi.org/10.2139/ssrn.5676530,0,,nao,optimization; reinforcement learning,titulo,optimization of building integrated energy system based on temporal graph deep reinforcement learning  ,IA_ML_APLICACAO_CONFIRMADA,reinforcement_learning,otimizacao,nao,nao,nao,nao_identificado,excluido,Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: reinforcement_learning. Termos ambíguos: optimization. Resumo ausente na fonte -- classificação baseada apenas em título/palavras-chave/periódico. | Triagem (Bloco A/B + IA/ML): Sem resumo na fonte; sinal de título insuficiente (sem_sinal) para justificar inclusão.,alto
SENS_CROSSREF_00887,Crossref,crossref_ia_05,Advanced Building Control via Deep Reinforcement Learning,10.1016/j.egypro.2019.01.494,2019,1,SENS_CROSSREF_00887,NOVO_POR_DOI,,,,,Ruoxi Jia; Ming Jin; Kaiyu Sun; Tianzhen Hong; Costas Spanos,Energy Procedia,Artigo de periodico,https://doi.org/10.1016/j.egypro.2019.01.494,76,en,nao,reinforcement learning,titulo,advanced building control via deep reinforcement learning  ,IA_ML_APLICACAO_CONFIRMADA,reinforcement_learning,outro,nao,nao,nao,nao_identificado,excluido,Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: reinforcement_learning. Termos ambíguos: nenhum. Resumo ausente na fonte -- classificação baseada apenas em título/palavras-chave/periódico. | Triagem (Bloco A/B + IA/ML): Sem resumo na fonte; sinal de título insuficiente (sem_sinal) para justificar inclusão.,alto
SENS_CROSSREF_00888,Crossref,crossref_ia_05,Operational optimization for off-grid renewable building energy system using deep reinforcement learning,10.1016/j.apenergy.2022.119783,2022,1,SENS_CROSSREF_00888,NOVO_POR_DOI,,,,,Yuan Gao; Yuki Matsunami; Shohei Miyata; Yasunori Akashi,Applied Energy,Artigo de periodico,https://doi.org/10.1016/j.apenergy.2022.119783,69,en,nao,optimization; reinforcement learning,titulo,operational optimization for off-grid renewable building energy system using deep reinforcement learning  ,IA_ML_APLICACAO_CONFIRMADA,reinforcement_learning,otimizacao,indireta,nao,nao,nao_identificado,excluido,Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: reinforcement_learning. Termos ambíguos: optimization. Resumo ausente na fonte -- classificação baseada apenas em título/palavras-chave/periódico. | Triagem (Bloco A/B + IA/ML): Sem resumo na fonte; sinal de título insuficiente (sem_sinal) para justificar inclusão.,alto
SENS_CROSSREF_00889,Crossref,crossref_ia_05,Data-driven energy management system for flexible operation of hydrogen/ammonia-based energy hub: A deep reinforcement learning approach,10.1016/j.enconman.2023.117323,2023,1,SENS_CROSSREF_00889,NOVO_POR_DOI,,,,,Du Wen; Muhammad Aziz,Energy Conversion and Management,Artigo de periodico,https://doi.org/10.1016/j.enconman.2023.117323,45,en,nao,data-driven; reinforcement learning,titulo,driven energy management system for flexible operation of hydrogen/ammonia-based energy hub: a deep reinforcement learning approach  ,IA_ML_APLICACAO_CONFIRMADA,reinforcement_learning,outro,indireta,nao,nao,nao_identificado,excluido,Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: reinforcement_learning. Termos ambíguos: data_driven. Resumo ausente na fonte -- classificação baseada apenas em título/palavras-chave/periódico. | Triagem (Bloco A/B + IA/ML): Sem resumo na fonte; sinal de título insuficiente (sem_sinal) para justificar inclusão.,alto
SENS_CROSSREF_00890,Crossref,crossref_ia_05,Reinforcement Learning Control for HVAC Energy Management System with Instant Operation by Selecting Virtual Building with Similar Environment,10.1541/ieejias.143.27,2023,1,SENS_CROSSREF_00890,NOVO_POR_DOI,,,,,Yoshifumi Aoki; Yusuke Takahashi; Chuzo Ninagawa; Junji Morikawa,IEEJ Transactions on Industry Applications,Artigo de periodico,https://doi.org/10.1541/ieejias.143.27,0,en,nao,reinforcement learning,titulo,reinforcement learning control for hvac energy management system with instant operation by selecting,IA_ML_APLICACAO_CONFIRMADA,reinforcement_learning,outro,indireta,nao,nao,nao_identificado,excluido,Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: reinforcement_learning. Termos ambíguos: nenhum. Resumo ausente na fonte -- classificação baseada apenas em título/palavras-chave/periódico. | Triagem (Bloco A/B + IA/ML): Sem resumo na fonte; sinal de título insuficiente (sem_sinal) para justificar inclusão.,alto
SENS_CROSSREF_00891,Crossref,crossref_ia_05,Deep reinforcement learning with planning guardrails for building energy demand response,10.1016/j.egyai.2022.100204,2023,1,SENS_CROSSREF_00891,NOVO_POR_DOI,,,,,Doseok Jang; Lucas Spangher; Selvaprabu Nadarajah; Costas Spanos,Energy and AI,Artigo de periodico,https://doi.org/10.1016/j.egyai.2022.100204,13,en,nao,reinforcement learning,titulo,deep reinforcement learning with planning guardrails for building energy demand response  ,IA_ML_APLICACAO_CONFIRMADA,reinforcement_learning,outro,nao,nao,nao,nao_identificado,excluido,Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: reinforcement_learning. Termos ambíguos: nenhum. Resumo ausente na fonte -- classificação baseada apenas em título/palavras-chave/periódico. | Triagem (Bloco A/B + IA/ML): Sem resumo na fonte; sinal de título insuficiente (sem_sinal) para justificar inclusão.,alto
SENS_CROSSREF_00892,Crossref,crossref_ia_05,Reinforcement Learning Based Optimal Operation Strategy for Electric Taxis,10.1109/ei250167.2020.9346984,2020,1,SENS_CROSSREF_00892,NOVO_POR_DOI,,,,,Yiqi Zhao; Yinliang Xu; Ye Guo; Qinglai Guo,2020 IEEE 4th Conference on Energy Internet and Energy System Integration (EI2),Trabalho em evento,https://doi.org/10.1109/ei250167.2020.9346984,4,,nao,reinforcement learning,titulo,reinforcement learning based optimal operation strategy for electric taxis  ,IA_ML_APLICACAO_CONFIRMADA,reinforcement_learning,outro,indireta,nao,nao,nao_identificado,excluido,Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: reinforcement_learning. Termos ambíguos: nenhum. Resumo ausente na fonte -- classificação baseada apenas em título/palavras-chave/periódico. | Triagem (Bloco A/B + IA/ML): Sem resumo na fonte; sinal de título insuficiente (sem_sinal) para justificar inclusão.,alto
SENS_CROSSREF_00893,Crossref,crossref_ia_05,A reinforcement learning-enabled iterative learning control strategy of air-conditioning systems for building energy saving by shortening the morning start period,10.1016/j.apenergy.2023.120650,2023,1,SENS_CROSSREF_00893,NOVO_POR_DOI,,,,,Mingkun Dai; Hangxin Li; Shengwei Wang,Applied Energy,Artigo de periodico,https://doi.org/10.1016/j.apenergy.2023.120650,42,en,nao,reinforcement learning,titulo,a reinforcement learning-enabled iterative learning control strategy of air-conditioning systems for b,IA_ML_APLICACAO_CONFIRMADA,reinforcement_learning,outro,nao,nao,nao,nao_identificado,excluido,Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: reinforcement_learning. Termos ambíguos: nenhum. Resumo ausente na fonte -- classificação baseada apenas em título/palavras-chave/periódico. | Triagem (Bloco A/B + IA/ML): Sem resumo na fonte; sinal de título insuficiente (sem_sinal) para justificar inclusão.,alto
SENS_CROSSREF_00894,Crossref,crossref_ia_05,Optimization of the Operation and Maintenance of renewable energy systems by Deep Reinforcement Learning,10.1016/j.renene.2021.11.052,2022,1,SENS_CROSSREF_00894,NOVO_POR_DOI,,,,,Luca Pinciroli; Piero Baraldi; Guido Ballabio; Michele Compare; Enrico Zio,Renewable Energy,Artigo de periodico,https://doi.org/10.1016/j.renene.2021.11.052,78,en,nao,optimization; reinforcement learning,titulo,optimization of the operation and maintenance of renewable energy systems by deep reinforcement learning  ,IA_ML_APLICACAO_CONFIRMADA,reinforcement_learning,otimizacao,sim,nao,nao,nao_identificado,excluido,Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: reinforcement_learning. Termos ambíguos: optimization. Resumo ausente na fonte -- classificação baseada apenas em título/palavras-chave/periódico. | Triagem (Bloco A/B + IA/ML): Sem resumo na fonte; sinal de título insuficiente (sem_sinal) para justificar inclusão.,alto
SENS_CROSSREF_00895,Crossref,crossref_ia_05,Energy-Aware VNF-FG Placement with Transformer-based Deep Reinforcement Learning,10.1109/noms59830.2024.10575040,2024,1,SENS_CROSSREF_00895,NOVO_POR_DOI,,,,,Rania Sahraoui; Omar Houidi; Fetia Bannour,NOMS 2024-2024 IEEE Network Operations and Management Symposium,Trabalho em evento,https://doi.org/10.1109/noms59830.2024.10575040,12,,nao,reinforcement learning; transformer,titulo,energy-aware vnf-fg placement with transformer-based deep reinforcement learning  ,IA_ML_APLICACAO_CONFIRMADA,reinforcement_learning,outro,nao,nao,nao,nao_identificado,excluido,"Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: reinforcement_learning, transformer. Termos ambíguos: nenhum. Resumo ausente na fonte -- classificação baseada apenas em título/palavras-chave/periódico. | Triagem (Bloco A/B + IA/ML): Sem resumo na fonte; sinal de título insuficiente (sem_sinal) para justificar inclusão.",alto
SENS_CROSSREF_00896,Crossref,crossref_ia_05,Deep Reinforcement Learning based Operation and Maintenance Strategy for Renewable Energy Sources Projects in a Retail Electricity Market,10.1109/pesgm48719.2022.9916850,2022,1,SENS_CROSSREF_00896,NOVO_POR_DOI,,,,,Zheming Liang,2022 IEEE Power &amp; Energy Society General Meeting (PESGM),Trabalho em evento,https://doi.org/10.1109/pesgm48719.2022.9916850,2,,nao,reinforcement learning,titulo,deep reinforcement learning based operation and maintenance strategy for renewable energy sources project,IA_ML_APLICACAO_CONFIRMADA,reinforcement_learning,outro,sim,nao,nao,nao_identificado,excluido,Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: reinforcement_learning. Termos ambíguos: nenhum. Resumo ausente na fonte -- classificação baseada apenas em título/palavras-chave/periódico. | Triagem (Bloco A/B + IA/ML): Sem resumo na fonte; sinal de título insuficiente (sem_sinal) para justificar inclusão.,alto
SENS_CROSSREF_00897,Crossref,crossref_ia_05,Forecast-based and data-driven reinforcement learning for residential heat pump operation,10.1016/j.apenergy.2024.123688,2024,1,SENS_CROSSREF_00897,NOVO_POR_DOI,,,,,Simon Schmitz; Karoline Brucke; Pranay Kasturi; Esmail Ansari; Peter Klement,Applied Energy,Artigo de periodico,https://doi.org/10.1016/j.apenergy.2024.123688,29,en,nao,data-driven; reinforcement learning,titulo,forecast-based and data-driven reinforcement learning for residential heat pump operation  ,IA_ML_APLICACAO_CONFIRMADA,reinforcement_learning,predicao,indireta,nao,nao,nao_identificado,excluido,Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: reinforcement_learning. Termos ambíguos: data_driven. Resumo ausente na fonte -- classificação baseada apenas em título/palavras-chave/periódico. | Triagem (Bloco A/B + IA/ML): Sem resumo na fonte; sinal de título insuficiente (sem_sinal) para justificar inclusão.,alto
SENS_CROSSREF_00898,Crossref,crossref_ia_05,Wind Power Forecasting: LSTM-Combined Deep Reinforcement Learning Approach,10.1109/ei259745.2023.10512354,2023,1,SENS_CROSSREF_00898,NOVO_POR_DOI,,,,,Yang Wang; Xinhao Lin; Zhukui Tan; Yinliang Liu; Zihong Song; Lei Yu; Peipei Yu,2023 IEEE 7th Conference on Energy Internet and Energy System Integration (EI2),Trabalho em evento,https://doi.org/10.1109/ei259745.2023.10512354,3,,nao,lstm; reinforcement learning,titulo,wind power forecasting: lstm-combined deep reinforcement learning approach  ,IA_ML_APLICACAO_CONFIRMADA,lstm,predicao,nao,nao,nao,nao_identificado,excluido,"Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: lstm, reinforcement_learning. Termos ambíguos: nenhum. Resumo ausente na fonte -- classificação baseada apenas em título/palavras-chave/periódico. | Triagem (Bloco A/B + IA/ML): Sem resumo na fonte; sinal de título insuficiente (sem_sinal) para justificar inclusão.",alto
SENS_CROSSREF_00899,Crossref,crossref_ia_05,Research on CNN-LSTM DC power system fault diagnosis and differential protection strategy based on reinforcement learning,10.3389/fenrg.2023.1258549,2023,1,SENS_CROSSREF_00899,NOVO_POR_DOI,,,"Introduction: With the development of artificial intelligence technology, more and more fields are applying deep learning and reinforcement learning techniques to solve practical problems. In the power system, both the direct current (DC) power system and the power grid substation are important components, and their reliability and stability are crucial for production efficiency and safety. The power grid substation is used to convert power from high-voltage transmission lines to low-voltage transmission lines, or from alternating current to direct current (or vice versa), in order to efficiently transmit and distribute power in the power system. However, diagnosing faults and designing cascaded protection strategies has always been a challenge due to the complexityand uncertainty of the DC power system.Methods: To improve the reliability and stability of the DC power system and power grid substation, this paper aims to develop an intelligent fault diagnosis system and cascaded protection strategy to reduce faults and downtime, lower maintenance costs, and increase production efficiency. We propose a method based on reinforcement learning and a convolutional neural network-long short-term memory (CNN-LSTM) model for fault diagnosis and cascaded protection strategy design in the DC power system. CNN is used to extract features from raw data, while LSTM models time-series data. In addition, we use reinforcement learning to design cascaded protection strategies to protect the power system from the impact of faults.Results: We tested our method using real 220V DC power system data in experiments. The results show that our method can effectively diagnose faults in the DC power system and formulate effective cascaded protection strategies.Discussion: Compared with traditional methods, this intelligent method can diagnose faults faster and more accurately, and formulate better cascaded protection strategies. This method helps reduce maintenance costs, increase production efficiency, and can be applied to other fields.",,Yun Yang; Feng Tu; Shixuan Huang; Yuehai Tu; Ti Liu,Frontiers in Energy Research,Artigo de periodico,https://doi.org/10.3389/fenrg.2023.1258549,26,,sim,artificial intelligence; cnn; convolutional neural network; deep learning; fault diagnosis; lstm; neural network; reinforcement learning,resumo; titulo,"tion: with the development of artificial intelligence technology, more and more fields are applying deep learning and reinforcement learning techniques to solve practical problems. in the power system",IA_ML_APLICACAO_CONFIRMADA,artificial_intelligence,deteccao_anomalia,sim,nao,nao,nao_identificado,excluido,"Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: artificial_intelligence, cnn, deep_learning, lstm, neural_network, reinforcement_learning. Termos ambíguos: fault_diagnosis. | Triagem (Bloco A/B + IA/ML): Critério original 'irrelevante' (nenhum bloco A/B/tecnológico/conceitual encontrado).",alto
SENS_CROSSREF_00900,Crossref,crossref_ia_05,Automated optimal control in energy systems: the reinforcement learning approach,10.1016/b978-0-12-820168-8.00015-8,2021,1,SENS_CROSSREF_00900,NOVO_POR_DOI,,,,,Xiangyu Zhang; Huaiguang Jiang,New Technologies for Power System Operation and Analysis,Livro ou serie de livro,https://doi.org/10.1016/b978-0-12-820168-8.00015-8,3,en,nao,reinforcement learning,titulo,automated optimal control in energy systems: the reinforcement learning approach  ,IA_ML_APLICACAO_CONFIRMADA,reinforcement_learning,outro,nao,nao,nao,nao_identificado,excluido,Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: reinforcement_learning. Termos ambíguos: nenhum. Resumo ausente na fonte -- classificação baseada apenas em título/palavras-chave/periódico. | Triagem (Bloco A/B + IA/ML): Sem resumo na fonte; sinal de título insuficiente (sem_sinal) para justificar inclusão.,alto
SENS_CROSSREF_00901,Crossref,crossref_ia_05,Optimal Operation of Networked Microgrids With Distributed Multi-Agent Reinforcement Learning,10.1109/pesgm51994.2024.10688871,2024,1,SENS_CROSSREF_00901,NOVO_POR_DOI,,,,,Hepeng Li; Haibo He,2024 IEEE Power &amp; Energy Society General Meeting (PESGM),Trabalho em evento,https://doi.org/10.1109/pesgm51994.2024.10688871,5,,nao,reinforcement learning,titulo,optimal operation of networked microgrids with distributed multi-agent reinforcement learning  ,IA_ML_APLICACAO_CONFIRMADA,reinforcement_learning,outro,indireta,nao,nao,nao_identificado,excluido,Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: reinforcement_learning. Termos ambíguos: nenhum. Resumo ausente na fonte -- classificação baseada apenas em título/palavras-chave/periódico. | Triagem (Bloco A/B + IA/ML): Sem resumo na fonte; sinal de título insuficiente (sem_sinal) para justificar inclusão.,alto
SENS_CROSSREF_00902,Crossref,crossref_ia_05,Reinforcement Learning-Aided Methodologies and Perspectives for New Power System Operation with High Penetration of Renewable Energy,10.2139/ssrn.4755588,2024,1,SENS_CROSSREF_00902,NOVO_POR_DOI,,,,,Jinbo Liu; Qinglai Guo; Ruisheng Diao; Jing Zhang,,[nao_mapeado] posted-content,https://doi.org/10.2139/ssrn.4755588,0,,nao,reinforcement learning,titulo,reinforcement learning-aided methodologies and perspectives for new power system operation with high,IA_ML_APLICACAO_CONFIRMADA,reinforcement_learning,outro,indireta,nao,nao,nao_identificado,excluido,Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: reinforcement_learning. Termos ambíguos: nenhum. Resumo ausente na fonte -- classificação baseada apenas em título/palavras-chave/periódico. | Triagem (Bloco A/B + IA/ML): Sem resumo na fonte; sinal de título insuficiente (sem_sinal) para justificar inclusão.,alto
SENS_CROSSREF_00903,Crossref,crossref_ia_05,Combined reinforcement learning (RL) and model predictive control (MPC) for optimal building energy use,10.26868/25222708.2023.1578,2023,1,SENS_CROSSREF_00903,NOVO_POR_DOI,,,,,Marius Eide Bagle; Francesco Goia,Building Simulation Conference Proceedings; Proceedings of Building Simulation 2023: 18th Conference of IBPSA,Trabalho em evento,https://doi.org/10.26868/25222708.2023.1578,0,,nao,reinforcement learning,titulo,combined reinforcement learning (rl) and model predictive control (mpc) for optimal building energy use  ,IA_ML_APLICACAO_CONFIRMADA,reinforcement_learning,predicao,nao,nao,nao,nao_identificado,excluido,Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: reinforcement_learning. Termos ambíguos: nenhum. Resumo ausente na fonte -- classificação baseada apenas em título/palavras-chave/periódico. | Triagem (Bloco A/B + IA/ML): Sem resumo na fonte; sinal de título insuficiente (sem_sinal) para justificar inclusão.,alto
SENS_CROSSREF_00904,Crossref,crossref_ia_05,Optimal Operation of Integrated Energy System Based on Deep Reinforcement Learning,10.1109/cac51589.2020.9326839,2020,1,SENS_CROSSREF_00904,NOVO_POR_DOI,,,,,Fangchi Zhang; Fan Zhou; Jun Zhao; Wei Wang,2020 Chinese Automation Congress (CAC),Trabalho em evento,https://doi.org/10.1109/cac51589.2020.9326839,0,,nao,reinforcement learning,titulo,optimal operation of integrated energy system based on deep reinforcement learning  ,IA_ML_APLICACAO_CONFIRMADA,reinforcement_learning,outro,indireta,nao,nao,nao_identificado,excluido,Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: reinforcement_learning. Termos ambíguos: nenhum. Resumo ausente na fonte -- classificação baseada apenas em título/palavras-chave/periódico. | Triagem (Bloco A/B + IA/ML): Sem resumo na fonte; sinal de título insuficiente (sem_sinal) para justificar inclusão.,alto
SENS_CROSSREF_00905,Crossref,crossref_ia_05,Energy Management of DC building based on Reinforcement Learning,10.1109/ei264398.2024.10991833,2024,1,SENS_CROSSREF_00905,NOVO_POR_DOI,,,,,Wei Zeng; Shanglin Zhao; Jin Jian; Junjie Xiong,2024 IEEE 8th Conference on Energy Internet and Energy System Integration (EI2),Trabalho em evento,https://doi.org/10.1109/ei264398.2024.10991833,0,,nao,reinforcement learning,titulo,energy management of dc building based on reinforcement learning  ,IA_ML_APLICACAO_CONFIRMADA,reinforcement_learning,outro,nao,nao,nao,nao_identificado,excluido,Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: reinforcement_learning. Termos ambíguos: nenhum. Resumo ausente na fonte -- classificação baseada apenas em título/palavras-chave/periódico. | Triagem (Bloco A/B + IA/ML): Sem resumo na fonte; sinal de título insuficiente (sem_sinal) para justificar inclusão.,alto
