id_unico,ano,bases_origem,doi,titulo,resumo_presente,decisao_qualitativa_final,rqs_confirmadas_leitura,rq0_confirmada,rq1_confirmada,rq2_confirmada,rq3_confirmada,rq4_confirmada,rq5_confirmada,tipo_contribuicao_artigo,criterios_identificados_leitura,metodos_decisao_identificados_leitura,contexto_edificacao_identificado_leitura,dimensoes_sustentabilidade_identificadas_leitura,lacuna_ou_limite_identificado_leitura,motivo_decisao,evidencia_curta_do_resumo,nivel_confianca_decisao,necessita_full_text_pontual,motivo_full_text_pontual,asreview_label_compativel,observacao_auditoria
REG_03759,2020,Scopus|WoS,10.1108/pm-11-2019-0068,Risk management in facility management for data centres: status and deficits,sim,manter_nucleo_principal,RQ0;RQ1;RQ2;RQ4;RQ5,sim,sim,sim,nao,sim,sim,criterios_de_sustentabilidade;criterios_de_priorizacao;gestao_manutencao_predial;facility_management;energia_desempenho_operacional;custo_ciclo_de_vida;risco_seguranca_conforto,risco;vida_util;desempenho_operacional;informacao_dados,framework,portfolio_predial;edificio_generico,ambiental;tecnica_operacional;institucional;risco;ciclo_de_vida,"© 2020, Emerald Publishing Limited.","Resumo confirma contribuição direta à manutenção/gestão predial ou FM, articulando sustentabilidade com critérios, método, desempenho operacional ou decisão.",Purpose: Data centres (DC) serve as critical infrastructure and require a sustainable and uninterrupted building operation.,alta,nao,nao_aplicavel,include,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_03763,2020,Scopus|WoS,10.1016/j.scs.2020.102073,A review of sustainable facility management research,sim,manter_nucleo_principal,RQ0;RQ1;RQ2;RQ4;RQ5,sim,sim,sim,nao,sim,sim,criterios_de_sustentabilidade;criterios_de_priorizacao;gestao_manutencao_predial;facility_management;energia_desempenho_operacional;custo_ciclo_de_vida;risco_seguranca_conforto,custo;desempenho_operacional;informacao_dados;manutenibilidade,framework,portfolio_predial;edificio_generico,ambiental;economica;social;tecnica_operacional;institucional;conforto,"This paper presents a review of SFM publications, developing a framework for identifying areas of concern regarding SFM systems, as well as identifying and studying research gaps and limitations in the existing body of knowledge.","Resumo confirma contribuição direta à manutenção/gestão predial ou FM, articulando sustentabilidade com critérios, método, desempenho operacional ou decisão.","Sustainable facility management (SFM) has a positive effect on the three main pillars of sustainable buildings: economic, environmental, and social benefits, thereby adding value to companies, organizations, and governme",alta,nao,nao_aplicavel,include,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_03843,2020,Scopus,10.14455/isec.res.2020.7(1).con-15,Application of fuzzy topsis for selecting most sustainable building wall material,sim,manter_nucleo_principal,RQ0;RQ1;RQ2;RQ3;RQ4,sim,sim,sim,sim,sim,nao,criterios_de_sustentabilidade;criterios_de_priorizacao;metodo_multicriterio_ou_decisao;gestao_manutencao_predial;energia_desempenho_operacional;custo_ciclo_de_vida,custo;desempenho_operacional,TOPSIS;MCDM;fuzzy;decision support;framework,edificio_generico,ambiental;economica;social;tecnica_operacional;ciclo_de_vida,nao_identificada_no_resumo,"Resumo confirma contribuição direta à manutenção/gestão predial ou FM, articulando sustentabilidade com critérios, método, desempenho operacional ou decisão.","Poor choice of materials can lead to higher costs during construction, higher long-term operation and maintenance expenses, and endanger humans and their surrounding environment.",alta,nao,nao_aplicavel,include,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_03844,2020,Scopus,,Application of fuzzy topsis for selecting most sustainable building wall material,sim,manter_nucleo_principal,RQ0;RQ1;RQ2;RQ3;RQ4,sim,sim,sim,sim,sim,nao,criterios_de_sustentabilidade;criterios_de_priorizacao;metodo_multicriterio_ou_decisao;gestao_manutencao_predial;energia_desempenho_operacional;custo_ciclo_de_vida,custo;desempenho_operacional,TOPSIS;MCDM;fuzzy;decision support;framework,edificio_generico,ambiental;economica;social;tecnica_operacional;ciclo_de_vida,nao_identificada_no_resumo,"Resumo confirma contribuição direta à manutenção/gestão predial ou FM, articulando sustentabilidade com critérios, método, desempenho operacional ou decisão.","Poor choice of materials can lead to higher costs during construction, higher long-Term operation and maintenance expenses, and endanger humans and their surrounding environment.",alta,nao,nao_aplicavel,include,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_04015,2020,Scopus,10.1108/f-08-2020-0094,Energy-efficient retrofitting of multi-storey residential buildings,sim,manter_nucleo_principal,RQ0;RQ1;RQ2;RQ4;RQ5,sim,sim,sim,nao,sim,sim,criterios_de_sustentabilidade;criterios_de_priorizacao;gestao_manutencao_predial;energia_desempenho_operacional;custo_ciclo_de_vida,custo;energia;desempenho_operacional;emissoes_carbono,framework,edificio_residencial;edificio_generico,ambiental;economica;tecnica_operacional;institucional;energia,"Research limitations/implications: Future studies may take a similar approach of this study to develop retrofitting frameworks for other types of buildings, and further research paper can be extended to study retrofitting for buildings in a district or a regio","Resumo confirma contribuição direta à manutenção/gestão predial ou FM, articulando sustentabilidade com critérios, método, desempenho operacional ou decisão.",Purpose: Sustainable retrofitting of aged buildings plays a significant role in reducing energy demands and greenhouse gas emissions.,alta,nao,nao_aplicavel,include,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_04052,2019,Scopus|WoS,10.3390/su11247181,Forecasting repair schedule for building components based on case-based reasoning and fuzzy-AHP,sim,manter_nucleo_principal,RQ0;RQ1;RQ2;RQ3;RQ4;RQ5,sim,sim,sim,sim,sim,sim,criterios_de_sustentabilidade;criterios_de_priorizacao;metodo_multicriterio_ou_decisao;gestao_manutencao_predial;energia_desempenho_operacional;custo_ciclo_de_vida,custo;condicao_fisica;desempenho_operacional;informacao_dados;manutenibilidade,AHP;fuzzy;scoring;case-based reasoning;framework,edificio_generico,economica;tecnica_operacional,"However, existing approaches to maintenance are limited in terms of estimating required repairs.","Resumo confirma contribuição direta à manutenção/gestão predial ou FM, articulando sustentabilidade com critérios, método, desempenho operacional ou decisão.",Building maintenance is closely related to the performance and sustainability of buildings.,alta,nao,nao_aplicavel,include,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_04120,2019,Scopus,10.1063/1.5126571,Proposed research methodology for establishing the critical success factors for maintenance management of hospital buildings,sim,manter_nucleo_principal,RQ0;RQ1;RQ2;RQ4;RQ5,sim,sim,sim,nao,sim,sim,criterios_de_sustentabilidade;criterios_de_priorizacao;gestao_manutencao_predial;energia_desempenho_operacional;custo_ciclo_de_vida;risco_seguranca_conforto,custo;risco;seguranca;desempenho_operacional;informacao_dados;manutenibilidade;qualidade_servico,framework,hospital;edificio_generico,economica;social;tecnica_operacional;institucional;risco;seguranca,"There is an increasing recognition amongst healthcare organisations on the need to improve building performance in order to increase healthcare delivery, profits, and patients' recovery and to reduce penalties.","Resumo confirma contribuição direta à manutenção/gestão predial ou FM, articulando sustentabilidade com critérios, método, desempenho operacional ou decisão.","While, maintenance costs of hospital buildings have increased significantly, fire outbreaks, equipment breakdowns, and decay of a building's components, structure and fabric suggest a need to conduct empirical research t",alta,nao,nao_aplicavel,include,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_04122,2019,Scopus|WoS,10.1108/f-09-2018-0107,Green maintainability assessment of high-rise vertical greenery systems,sim,manter_nucleo_principal,RQ0;RQ1;RQ2;RQ4;RQ5,sim,sim,sim,nao,sim,sim,criterios_de_sustentabilidade;criterios_de_priorizacao;gestao_manutencao_predial;facility_management;energia_desempenho_operacional;custo_ciclo_de_vida;risco_seguranca_conforto,custo;risco;condicao_fisica;seguranca;vida_util;desempenho_operacional;agua;informacao_dados;manutenibilidade,framework,portfolio_predial;edificio_generico,ambiental;economica;social;tecnica_operacional;institucional;risco;seguranca;ciclo_de_vida,VGS) have grown in complexity which poses maintainability challenges.,"Resumo confirma contribuição direta à manutenção/gestão predial ou FM, articulando sustentabilidade com critérios, método, desempenho operacional ou decisão.",Purpose: Vertical greenery systems (VGS) have been a widely accepted design strategy that contributes to creating sustainable built environments.,alta,nao,nao_aplicavel,include,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_04126,2019,Scopus|WoS,10.1108/f-10-2017-0102,Early decision-making for school building renovation,sim,manter_nucleo_principal,RQ0;RQ1;RQ2;RQ3;RQ4;RQ5,sim,sim,sim,sim,sim,sim,criterios_de_sustentabilidade;criterios_de_priorizacao;metodo_multicriterio_ou_decisao;gestao_manutencao_predial;facility_management;contexto_publico_universitario;energia_desempenho_operacional;risco_seguranca_conforto;lacuna_para_ies_publicas,condicao_fisica;energia;conforto,decision support;framework,escola;portfolio_predial;edificio_generico,ambiental;social;tecnica_operacional;institucional;energia;conforto,Originality/value: This study illustrates the comprehensive analysis needed when renovating a building and on difficulties of addressing and evaluating all the viable aspects of concern.,"Resumo confirma contribuição direta à manutenção/gestão predial ou FM, articulando sustentabilidade com critérios, método, desempenho operacional ou decisão.","Findings: Aspects such as technical status, energy use and indoor environment in the buildings were not discussed to any great extent.",alta,nao,nao_aplicavel,include,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_04163,2019,Scopus|WoS,10.3390/buildings9080182,LCC estimation model: A construction material perspective,sim,manter_nucleo_principal,RQ0;RQ1;RQ2;RQ3;RQ4,sim,sim,sim,sim,sim,nao,criterios_de_sustentabilidade;criterios_de_priorizacao;metodo_multicriterio_ou_decisao;gestao_manutencao_predial;facility_management;energia_desempenho_operacional;custo_ciclo_de_vida,custo;energia;vida_util;desempenho_operacional;informacao_dados,optimization;decision support;life-cycle cost;framework,portfolio_predial;edificio_generico,ambiental;economica;social;tecnica_operacional;institucional;energia;ciclo_de_vida,nao_identificada_no_resumo,"Resumo confirma contribuição direta à manutenção/gestão predial ou FM, articulando sustentabilidade com critérios, método, desempenho operacional ou decisão.",The growing pressure to ensure sustainable construction is also associated with stricter demands on the cost-effectiveness of construction and operation of buildings and reduction of their environmental impact.,alta,nao,nao_aplicavel,include,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_04203,2019,Crossref|Scopus|WoS,10.1108/ijbpa-10-2017-0049,An Integrated Computerised Maintenance Management System (I-CMMS) for IBS building maintenance,sim,manter_nucleo_principal,RQ0;RQ1;RQ2;RQ3;RQ4;RQ5,sim,sim,sim,sim,sim,sim,criterios_de_sustentabilidade;criterios_de_priorizacao;metodo_multicriterio_ou_decisao;gestao_manutencao_predial;energia_desempenho_operacional;custo_ciclo_de_vida;risco_seguranca_conforto,risco;condicao_fisica;vida_util;desempenho_operacional;residuos;informacao_dados;manutenibilidade,decision support;framework;BIM,edificio_generico,tecnica_operacional;institucional;risco;ciclo_de_vida,"© 2018, Emerald Publishing Limited.","Resumo confirma contribuição direta à manutenção/gestão predial ou FM, articulando sustentabilidade com critérios, método, desempenho operacional ou decisão.","Purpose: The purpose of this paper is to focus on the development of an integrated computerised maintenance management system to improve the information storage of design and construction, diagnostic and defect risk asse",alta,nao,nao_aplicavel,include,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_04225,2019,Scopus,10.1108/jfm-11-2017-0059,Determining a conceptual framework for safe and sustainable health-care waste management (SSHCWM) implementation in health-care facilities,sim,manter_nucleo_principal,RQ0;RQ1;RQ2;RQ4;RQ5,sim,sim,sim,nao,sim,sim,criterios_de_sustentabilidade;criterios_de_priorizacao;gestao_manutencao_predial;facility_management;energia_desempenho_operacional;risco_seguranca_conforto,seguranca;desempenho_operacional;residuos;informacao_dados,framework,hospital;portfolio_predial;edificio_generico,ambiental;social;tecnica_operacional;institucional,Design/methodology/approach: This paper used a review of existing literature in relation to health-care waste management in the context of sustainable facilities management and facilities management performance and forms a basis for further research.,"Resumo confirma contribuição direta à manutenção/gestão predial ou FM, articulando sustentabilidade com critérios, método, desempenho operacional ou decisão.","Purpose: This paper aims to explore current sustainable facilities management knowledge and practice, focussing specifically on sustainable waste management implementation in health-care facilities with an aim to concept",alta,nao,nao_aplicavel,include,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_04305,2019,Scopus,10.1016/j.jclepro.2018.10.065,Examining sustainability indicators of space management in elderly Facilities—a case study in China,sim,manter_nucleo_principal,RQ0;RQ1;RQ2;RQ4;RQ5,sim,sim,sim,nao,sim,sim,criterios_de_sustentabilidade;criterios_de_priorizacao;gestao_manutencao_predial;facility_management;energia_desempenho_operacional;custo_ciclo_de_vida;risco_seguranca_conforto,custo;risco;desempenho_operacional;residuos;informacao_dados,framework,portfolio_predial;edificio_generico,ambiental;economica;social;tecnica_operacional;institucional,"An effective method to resolve these problems is sustainable space management (SSM), which is a particularly good fit for nonprofit elderly facilities with limited capital budgets.","Resumo confirma contribuição direta à manutenção/gestão predial ou FM, articulando sustentabilidade com critérios, método, desempenho operacional ou decisão.","Along with increases in the aging population and the number of elderly facilities, the existing unsustainable patterns of building operations have caused a series of space-related problems such as space waste, increasing",alta,nao,nao_aplicavel,include,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_04552,2026,Scopus|WoS,10.1111/itor.70022,Contractors allocation for public building maintenance: a sustainable approach aligned with SDGs using AHP-TOPSIS and bi-objective optimization,sim,manter_nucleo_principal,RQ0;RQ1;RQ2;RQ3;RQ4,sim,sim,sim,sim,sim,nao,criterios_de_sustentabilidade;criterios_de_priorizacao;metodo_multicriterio_ou_decisao;gestao_manutencao_predial;facility_management;contexto_publico_universitario;energia_desempenho_operacional;custo_ciclo_de_vida;risco_seguranca_conforto,custo;risco;seguranca;desempenho_operacional;informacao_dados,AHP;TOPSIS;optimization;ranking;framework,edificio_publico;portfolio_predial;edificio_generico,ambiental;economica;tecnica_operacional;institucional;risco;seguranca,nao_identificada_no_resumo,"Resumo confirma contribuição direta à manutenção/gestão predial ou FM, articulando sustentabilidade com critérios, método, desempenho operacional ou decisão.",The facility management (FM) unit of an organization struggles with the sustainable selection of contractors for the maintenance of critical facilities.,alta,nao,nao_aplicavel,include,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_04569,2026,Scopus|WoS,10.1108/jfm-11-2025-0191,Analysis of sustainable facility management performance in university campuses based on user satisfaction indicators: the case of Ankara University Besevler Campus,sim,manter_nucleo_principal,RQ0;RQ1;RQ2;RQ4;RQ5,sim,sim,sim,nao,sim,sim,criterios_de_sustentabilidade;criterios_de_priorizacao;gestao_manutencao_predial;facility_management;contexto_publico_universitario;energia_desempenho_operacional;risco_seguranca_conforto;lacuna_para_ies_publicas,risco;conforto;desempenho_operacional;residuos;satisfacao_usuario;informacao_dados,framework,universidade;campus;portfolio_predial,ambiental;social;tecnica_operacional;institucional;conforto,"By addressing the underexplored relationship between social sustainability and user experience, the research seeks to provide evidence-based insights for sustainable campus facility management.","Resumo confirma contribuição direta à manutenção/gestão predial ou FM, articulando sustentabilidade com critérios, método, desempenho operacional ou decisão.","Purpose – This study aims to examine the impact of social governance and sustainability practices, in conjunction with technical maintenance services, on users’ perceptions of indoor comfort within university campuses.",alta,nao,nao_aplicavel,include,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_04572,2026,Scopus|WoS,10.3390/app16115640,"Coding and Relationships Between Construction and Maintenance Work Units and Their Life Cycle: A Study of the Economic, Environmental and Social Sustainability of Housing in Andalusia",sim,manter_nucleo_principal,RQ0;RQ1;RQ2;RQ3;RQ4,sim,sim,sim,sim,sim,nao,criterios_de_sustentabilidade;criterios_de_priorizacao;metodo_multicriterio_ou_decisao;gestao_manutencao_predial;energia_desempenho_operacional;custo_ciclo_de_vida;risco_seguranca_conforto,custo;risco;condicao_fisica;energia;seguranca;vida_util;emissoes_carbono;agua;informacao_dados,framework;BIM,edificio_residencial;edificio_generico,ambiental;economica;social;tecnica_operacional;institucional;risco;energia;seguranca;ciclo_de_vida,nao_identificada_no_resumo,"Resumo confirma contribuição direta à manutenção/gestão predial ou FM, articulando sustentabilidade com critérios, método, desempenho operacional ou decisão.","The holistic assessment of building life cycles requires integrating economic, environmental, and social dimensions, including occupational risks and cost management.",alta,nao,nao_aplicavel,include,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_04575,2026,Crossref|Scopus,10.3390/buildings16122389,From Construction Innovation to Operational Reality: Barriers to Technology Diffusion in the Operations and Maintenance of Public Hospitals in South Africa,sim,manter_nucleo_principal,RQ0;RQ1;RQ2;RQ4;RQ5,sim,sim,sim,nao,sim,sim,criterios_de_sustentabilidade;criterios_de_priorizacao;gestao_manutencao_predial;facility_management;contexto_publico_universitario;energia_desempenho_operacional;custo_ciclo_de_vida;risco_seguranca_conforto;lacuna_para_ies_publicas,custo;risco;seguranca;desempenho_operacional;informacao_dados,framework,hospital;edificio_publico;portfolio_predial;edificio_generico,ambiental;economica;social;tecnica_operacional;institucional;risco;seguranca;ciclo_de_vida,"Key barriers include unclear institutional roles, inadequate handover processes, limited technical capacity, and the absence of strategic leadership to drive innovation.","Resumo confirma contribuição direta à manutenção/gestão predial ou FM, articulando sustentabilidade com critérios, método, desempenho operacional ou decisão.","South Africa’s public hospital system faces mounting pressure from ageing infrastructure, rising patient demand, and constrained maintenance budgets.",alta,nao,nao_aplicavel,include,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_04749,2026,Scopus,10.3233/atde260008,Considering Carbon Emissions and Energy Consumption Costs in Project Pricing: A Case Study of a Commercial Building in Shanghai,sim,manter_nucleo_principal,RQ0;RQ1;RQ2;RQ3;RQ4;RQ5,sim,sim,sim,sim,sim,sim,criterios_de_sustentabilidade;criterios_de_priorizacao;metodo_multicriterio_ou_decisao;gestao_manutencao_predial;energia_desempenho_operacional;custo_ciclo_de_vida,custo;condicao_fisica;energia;vida_util;desempenho_operacional;emissoes_carbono,decision support,edificio_comercial;edificio_generico,ambiental;economica;tecnica_operacional;institucional;energia;ciclo_de_vida,"However, the current cost management system still lacks effective consideration of carbon emissions during the operation and maintenance stage.","Resumo confirma contribuição direta à manutenção/gestão predial ou FM, articulando sustentabilidade com critérios, método, desempenho operacional ou decisão.","However, the current cost management system still lacks effective consideration of carbon emissions during the operation and maintenance stage.",alta,nao,nao_aplicavel,include,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_04758,2026,Scopus,10.1108/jfm-04-2024-0046,Sustainable facilities management: a sociotechnical system perspective and a review of the literature,sim,manter_nucleo_principal,RQ0;RQ1;RQ2;RQ3;RQ4;RQ5,sim,sim,sim,sim,sim,sim,criterios_de_sustentabilidade;criterios_de_priorizacao;metodo_multicriterio_ou_decisao;gestao_manutencao_predial;facility_management;energia_desempenho_operacional,desempenho_operacional;informacao_dados,framework;IoT,portfolio_predial;edificio_generico,ambiental;tecnica_operacional;institucional,"In a second step, the framework is combined with a systematic literature review of studies published between 2000 and 2023 to examine pressures applied to FM firms, explore responses and management processes and the evolution of FM practices, and identify rese","Resumo confirma contribuição direta à manutenção/gestão predial ou FM, articulando sustentabilidade com critérios, método, desempenho operacional ou decisão.",Purpose – Sustainable facilities management (SFM) research necessitates a sociotechnical system perspective as core organizations and facilities management (FM) suppliers are subject to multiple pressures while participa,alta,nao,nao_aplicavel,include,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_04759,2026,Scopus,10.1108/sasbe-10-2023-0318,Factors influencing IoT adoption for sustainable facilities management in Saudi Arabia: a stakeholder assessment,sim,manter_nucleo_principal,RQ0;RQ1;RQ2;RQ3;RQ4;RQ5,sim,sim,sim,sim,sim,sim,criterios_de_sustentabilidade;criterios_de_priorizacao;metodo_multicriterio_ou_decisao;gestao_manutencao_predial;facility_management;energia_desempenho_operacional,desempenho_operacional;informacao_dados,ranking;framework;IoT,portfolio_predial;edificio_generico,ambiental;social;tecnica_operacional;institucional,"Beyond academic contributions, it provides practical insights for industry professionals, fostering a culture of knowledge-sharing and guiding future research in this field.","Resumo confirma contribuição direta à manutenção/gestão predial ou FM, articulando sustentabilidade com critérios, método, desempenho operacional ou decisão.",Purpose – This paper evaluates the factors influencing the utilization of the Internet of Things (IoT) for sustainable facilities management (SFM) practices in Saudi Arabia.,alta,nao,nao_aplicavel,include,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_04813,2026,Scopus|WoS,10.1016/j.jclepro.2025.147381,"Improving the performance of green office buildings in mainland China through facility management under the ""dual carbon"" goals",sim,manter_nucleo_principal,RQ0;RQ1;RQ2;RQ3;RQ4;RQ5,sim,sim,sim,sim,sim,sim,criterios_de_sustentabilidade;criterios_de_priorizacao;metodo_multicriterio_ou_decisao;gestao_manutencao_predial;facility_management;energia_desempenho_operacional,desempenho_operacional;emissoes_carbono;informacao_dados,TOPSIS;optimization;framework;digital twin;machine learning,edificio_comercial;portfolio_predial;edificio_generico,ambiental;tecnica_operacional;institucional,"Addressing a significant research gap, it examines the operational phase of green buildings, often neglected in traditional design-focused evaluations.","Resumo confirma contribuição direta à manutenção/gestão predial ou FM, articulando sustentabilidade com critérios, método, desempenho operacional ou decisão.","This study examines how facility management (FM), influenced by national policy and technological advancements, can enhance the carbon reduction capacity (CRC) of green office buildings in mainland China.",alta,nao,nao_aplicavel,include,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_04824,2026,Scopus,10.1007/978-3-032-06810-1_102,Framework for Environmental Life Cycle Assessment of Operation Strategies for Existing Building Envelopes,sim,manter_nucleo_principal,RQ0;RQ1;RQ2;RQ3;RQ4;RQ5,sim,sim,sim,sim,sim,sim,criterios_de_sustentabilidade;criterios_de_priorizacao;metodo_multicriterio_ou_decisao;gestao_manutencao_predial;facility_management;energia_desempenho_operacional;custo_ciclo_de_vida,custo;condicao_fisica;vida_util;desempenho_operacional;informacao_dados,optimization;framework,portfolio_predial;edificio_generico,ambiental;economica;social;tecnica_operacional;institucional;ciclo_de_vida,"In a recent study, Danish facility management organisations highlighted a knowledge gap regarding environmental impact of operational activities, particularly maintenance.","Resumo confirma contribuição direta à manutenção/gestão predial ou FM, articulando sustentabilidade com critérios, método, desempenho operacional ou decisão.","The operation phase of larger buildings is usually managed by professional facility management organisations, which typically plan building improvement measures (maintenance, repair, replacement, renovation) based on eco",alta,nao,nao_aplicavel,include,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_04939,2026,Scopus|WoS,10.1080/17452007.2026.2632103,Unraveling the impact of machine learning on the AEC sector: academia and industry perspectives,sim,manter_nucleo_principal,RQ0;RQ1;RQ2;RQ3;RQ4;RQ5,sim,sim,sim,sim,sim,sim,criterios_de_sustentabilidade;criterios_de_priorizacao;metodo_multicriterio_ou_decisao;gestao_manutencao_predial;facility_management;energia_desempenho_operacional;custo_ciclo_de_vida;risco_seguranca_conforto,custo;energia;seguranca;desempenho_operacional;informacao_dados,ranking;framework;BIM;machine learning,portfolio_predial;edificio_generico,ambiental;economica;tecnica_operacional;institucional;risco;energia;seguranca,"However, industry devotes more effort to sustainability, cost and scheduling solutions, whereas academia lags in these areas and often relies on limited or synthetic datasets.","Resumo confirma contribuição direta à manutenção/gestão predial ou FM, articulando sustentabilidade com critérios, método, desempenho operacional ou decisão.","Overall, our mixed methods analysis reveals a strong alignment between academic research and industry practice in targeting early design and post construction phases, with both communities prioritizing the application of",alta,nao,nao_aplicavel,include,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_04953,2026,Scopus,10.1007/978-3-032-08718-8_9,Spatial Intelligence for Efficient High-Rise Building Maintenance and Repair,sim,manter_nucleo_principal,RQ0;RQ1;RQ2;RQ3;RQ4,sim,sim,sim,sim,sim,nao,criterios_de_sustentabilidade;criterios_de_priorizacao;metodo_multicriterio_ou_decisao;gestao_manutencao_predial;energia_desempenho_operacional;custo_ciclo_de_vida;risco_seguranca_conforto,custo;condicao_fisica;seguranca;vida_util;desempenho_operacional;informacao_dados;manutenibilidade,scoring;framework;BIM;machine learning,edificio_residencial;edificio_generico,ambiental;economica;social;tecnica_operacional;institucional;risco;seguranca,nao_identificada_no_resumo,"Resumo confirma contribuição direta à manutenção/gestão predial ou FM, articulando sustentabilidade com critérios, método, desempenho operacional ou decisão.","Traditional approaches often force homeowners into a reactive maintenance strategy, leading to high repair costs and lengthy downtimes.",alta,nao,nao_aplicavel,include,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_05142,2025,Scopus,10.1108/jedt-06-2023-0259,Quantifying BIM investment value: a systematic review,sim,manter_nucleo_principal,RQ0;RQ1;RQ2;RQ3;RQ4;RQ5,sim,sim,sim,sim,sim,sim,criterios_de_sustentabilidade;criterios_de_priorizacao;metodo_multicriterio_ou_decisao;gestao_manutencao_predial;facility_management;energia_desempenho_operacional;custo_ciclo_de_vida;risco_seguranca_conforto,custo;seguranca;desempenho_operacional;informacao_dados,framework;BIM,portfolio_predial;edificio_generico,ambiental;economica;tecnica_operacional;institucional;risco;seguranca,Two major research gaps are identified: the absence of a standardized BIM ROI method and insufficient exploration of intangible benefits.,"Resumo confirma contribuição direta à manutenção/gestão predial ou FM, articulando sustentabilidade com critérios, método, desempenho operacional ou decisão.","The study categorizes quantifiable factors, including productivity, changes and rework reduction, requests for information reduction, schedule efficiency, safety, environmental sustainability and operations and facility ",alta,nao,nao_aplicavel,include,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
REG_05161,2025,Crossref|Scopus|WoS,10.3390/su17219894,Post-Construction Constructability Assessment and Service Quality in Higher Education Infrastructure: Evidence from a Peruvian University Campus,sim,manter_nucleo_principal,RQ0;RQ1;RQ2;RQ3;RQ4;RQ5,sim,sim,sim,sim,sim,sim,criterios_de_sustentabilidade;criterios_de_priorizacao;metodo_multicriterio_ou_decisao;gestao_manutencao_predial;facility_management;contexto_publico_universitario;energia_desempenho_operacional;custo_ciclo_de_vida;risco_seguranca_conforto;lacuna_para_ies_publicas,conforto;desempenho_operacional;satisfacao_usuario;informacao_dados;qualidade_servico,scoring;framework,universidade;campus;portfolio_predial;edificio_generico,ambiental;social;tecnica_operacional;institucional;conforto;ciclo_de_vida,"The instruments were validated through expert judgment, while data were analyzed using descriptive statistics, Spearman’s correlations, and non-parametric bootstrap procedures to address the limitations of a small sample size (N = 15).","Resumo confirma contribuição direta à manutenção/gestão predial ou FM, articulando sustentabilidade com critérios, método, desempenho operacional ou decisão.","This study examines the link between post-construction constructability and perceived service quality in a 15-building campus at Ricardo Palma University (Lima, Peru).",alta,nao,nao_aplicavel,include,"Auditoria qualitativa estruturada de título, resumo, palavras-chave e campos extraídos; sem uso de internet, PDFs ou full-text."
