id_unico,ano,bases_origem,doi,titulo,resumo,palavras_chave,estrato_uso_resumo,resumo_suficiente_para_extracao,rq0_integracao_sustentabilidade_decisao_manutencao,rq1_dimensoes_sustentabilidade,rq2_criterios_priorizacao,rq3_metodos_apoio_decisao,rq4_tipo_edificacao_contexto,rq5_lacunas_ies_publicas,n_rqs_respondidas,lista_rqs_respondidas,score_alinhamento_rq,uso_recomendado_artigo,justificativa_alinhamento_rq
REG_00586,2017,Scopus,,Challenges in naval ship maintenance,"The challenges associated with the maintenance of a naval ship start right from the conceptual stage of the ship building up until the disposal of the ships. The selection of the most appropriate maintenance strategy for the life cycle of the ship plays a key role in optimizing the maintenance efforts and reducing the overall cost of the ship’s maintenance. Unlike the commercial ships, the range of expertise and skills required for maintaining a naval ship and equipment onboard is very large. The inherent complexities and the risks associated with the naval ship systems make the task of determining the best maintenance strategy for them very effortful. The enhanced operational demands of the naval forces due to the current political scenarios across the world make it difficult for the authorities to make the ship available for the maintenance in accordance with its upkeep plan. Another key factor which makes the naval ship maintenance quite challenging is the varied age of the ships in any leading naval force, which normally ranges from the newly commissioned ships to those which have completed more than 20 years in service. Maintenance of a naval ship not only involves the design of an efficient Maintenance Management System but also the selection and implementation of the right combination of maintenance strategies. This paper is an attempt to identify the challenges associated with the maintenance of naval ships in order to negotiate them for optimizing the maintenance efforts. © 2017 Royal Institution of Naval Architects. All rights reserved.",,C_contextual,nao,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2,RQ1;RQ2,-1,apoio_contextual,RQ0=FALSE; RQ1=TRUE; RQ2=TRUE; RQ3=FALSE; RQ4=FALSE; RQ5=FALSE; n_rqs=2; score=-1; estrato_resumo=C_contextual; uso=apoio_contextual
REG_04306,2019,Crossref|Scopus|WoS,10.3390/buildings9010011,"A better maintenance strategy, a more sustainable Hanok: Towards Korean traditional public facilities","Currently, user demands for Hanok, the Korean traditional building type, are increasing in Korea, and their use as residences and accommodations are especially booming, while public facilities are rarely built in the style of Hanok these days. One of the most critical reasons for the issue is that Hanok lack usability and are difficult to maintain as a public facilities. Therefore, it is improvement of the usability of Hanok is needed for them to be accepted as public buildings and to set up the maintenance strategy for the style of the wooden structure. This research has defined public buildings in Hanok and classified them into three types according to structural standards. Then, this study analyzed the characteristics of each type, and suggested a checklist for Hanok usability, employing it to analyze the most recent exemplar Hanoks built as results in the governmental research project, monitored them in aspects of the facility management focused on the wooden structure and suggested strategies for sustainability by deriving eight factors in usability and another eight major types of defects to review the current status of the maintenance for the wooden structure. Finally, this study proposed the main direction for Hanok maintenance to establish its strategies for sustainability. © 2018 by the author.",Assessment system; Han style; Hanok; Korean traditional building; Maintenance strategy; Public facilities; Sustainability; Usability; Hanok Korean traditional building public facilities Han style usability assessment system maintenance strategy sustainability,C_contextual,nao,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,RQ4;RQ5,-1,apoio_contextual,RQ0=FALSE; RQ1=FALSE; RQ2=FALSE; RQ3=FALSE; RQ4=TRUE; RQ5=TRUE; n_rqs=2; score=-1; estrato_resumo=C_contextual; uso=apoio_contextual
REG_02388,2010,Scopus,10.1201/b10527-43,Towards a Process warehouse based energy building information model,"This paper describes the realization of a Process Warehouse (PW) with associated business connotations into the Engineering domain. It describes the implementation of the Process Intelligence concept that systematically captures, automates, arranges and stores the analysis methods (collection, evaluation, representation) of building performance processes and data, into the Data Warehouse (DW) of the Energy Building Information Model (eBIM), developed by the Information Technology for Sustainable and Optimised Building Operation (ITOBO) project. The rationale for this realization is to improve the overall performance of the eBIM in real time, considering its corporate goals, load balance, scalability and higher availability of the Corporate DW (CDW) of buildings networks for the end users. The paper further examines the potentials of employing a distributed PW architecture into the ITOBO platform to improve its overall performance. © 2010 Taylor & Francis Group, London.",,C_contextual,nao,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,,-4,apoio_contextual,RQ0=FALSE; RQ1=FALSE; RQ2=FALSE; RQ3=FALSE; RQ4=FALSE; RQ5=FALSE; n_rqs=0; score=-4; estrato_resumo=C_contextual; uso=apoio_contextual
REG_05574,2025,Scopus,10.26868/25222708.2025.1653,High-Fidelity Building Emulator for Integrated Comfort and Energy Analysis using EnergyPlus and Radiance,"The growing need for smart, energy-efficient, and occupant-centric buildings has created a demand for advanced control systems that can optimize building operations to balance energy savings, demand flexibility, and comfort. However, current building energy simulation tools, such as EnergyPlus, have limitations that hinder the development and evaluation of these complex control systems. To address this challenge, we introduce a high-fidelity building emulator that dynamically couples EnergyPlus with Radiance for enhanced daylight modeling. The introduced workflow allows researchers and practitioners to rapidly develop and evaluate innovative control solutions. An example study looking at a south-facing office zone revealed up to 67% deviation in predicted light levels, which can significantly impact building assessment. © 2025 Building Simulation Conference Proceedings. All rights reserved.",,C_contextual,parcial,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,RQ5,1,apoio_contextual,RQ0=FALSE; RQ1=FALSE; RQ2=FALSE; RQ3=FALSE; RQ4=FALSE; RQ5=TRUE; n_rqs=1; score=1; estrato_resumo=C_contextual; uso=apoio_contextual
REG_06921,2023,Scopus,10.1016/j.enbuild.2023.113635,Automated monitoring applications for existing buildings through natural language processing based semantic mapping of operational data and creation of digital twins,"Buildings' operation constitutes 36% of the German energy consumption. Currently, operators lack the knowledge on energy-saving techniques. There is a shortage of cost-effective and easily-implementable solutions to evaluate building performance. The cause of this problem lies with the semantically heterogeneous operational data used in technical applications. Integrating the data into monitoring applications demands substantial and costly manual efforts. This paper presents a method that enables automated generation of technical monitoring applications for existing buildings. The method outlined represents existing automation stations as digital twins and employs artificial intelligence to map the heterogeneous data to a standard and create semantic digital twins of buildings. The paper introduces a method using natural language processing for the semantic processing of data. The developed method involves a four-stage process for classification of data points, which are subsequently mapped to a uniform vocabulary. To classify the data points, language models were trained on a created dataset of 54,125 data points. Following successful training, the models can process semantically heterogeneous data points. The results, demonstrating an average F1-Score of over 95%, indicate that the developed method is suitable for automating data point mapping. The models were implemented as an Industry 4.0 service and integrated into an application. © 2023 The Author(s)",Automatic generation of monitoring applications; Buildings' operation; Classification operational building data; Energy saving; Industry 4.0 Asset Administration Shell; Interoperability of technical systems; Natural language processing for semantic mapping; Semantic digital twin,C_contextual,parcial,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,RQ2,1,apoio_contextual,RQ0=FALSE; RQ1=FALSE; RQ2=TRUE; RQ3=FALSE; RQ4=FALSE; RQ5=FALSE; n_rqs=1; score=1; estrato_resumo=C_contextual; uso=apoio_contextual
REG_02861,2022,Scopus,10.31705/wcs.2022.1,A DEEP LEARNING-BASED BUILDING DEFECTS DETECTION TOOL FOR SUSTAINABILITY MONITORING,"To ensure sustainability of buildings, detection of building defects is crucial. Conventional practices of defects detection from building inspection data are mostly manual and error prone. With the advancements in computer vision, imaging technology and machine learning-based tools have been developed for real-time, accurate and efficient defects detection. Deep learning (DL), which is a branch of ML is more robust in automatically retrieving elements’ semantics to detect building defects. Although DL algorithms are robust in object detection, the computational complexities and configurations of these models are high. Therefore, this study presents a process of developing a computationally inexpensive and less complicated DL model using transfer learning and Google Colab virtual machine to improve automation in building defects detection. Cracks is one of the major building defects that constraint the safety and durability of buildings thus hindering building sustainability. Building cracks images were sourced from the Internet to train the model, which was built upon You Only Look Once (YOLO) DL algorithm. To test the DL model, inspection images of five (05) buildings collected by the Facilities Management department of a University in Sydney city were used. The DL model developed using this process offers a monitoring tool to ensure the sustainability of buildings with its’ ability of detecting cracks from building inspection data in real time accurately and efficiently. Although the current model is built to detect cracks, this process can be employed to automated detection of any building defect upon providing the training images of defects. © 2022, Ceylon Institute of Builders. All rights reserved.",Computer Vision; Deep Learning; Defects; Google Colab; Sustainability,C_contextual,nao,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3,RQ1;RQ2;RQ4,0,apoio_contextual,RQ0=FALSE; RQ1=TRUE; RQ2=TRUE; RQ3=FALSE; RQ4=TRUE; RQ5=FALSE; n_rqs=3; score=0; estrato_resumo=C_contextual; uso=apoio_contextual
REG_04833,2026,Scopus,10.1201/9781003541295-6,Urban Facility Management and Sustainable Neighborhoods,"This chapter first examines the history, philosophy, definitions, and applications of facilities management and urban facilities management. It then identifies the connections between the emerging concept of urban facilities management and urban approaches and theories. Recognizing these connections aims to enhance the understanding of the potential relationships between urban facility management and sustainable neighborhoods. As an evolving approach, urban facilities management is on the rise. Clearly, understanding its relationship with other fields can promote its growth in academic literature and discourse globally. Urban facilities management, by engaging local communities, places participation at the forefront and encourages dialogue among various stakeholders. Additionally, urban facilities management can optimize facilities management by fostering integration and merging it with the concept of intelligence. By aligning with the needs of residents and urban planning initiatives, it can effectively contribute to the vision of healthy neighborhoods and cities. Furthermore, urban facility management can aid in achieving more sustainable neighborhoods and cities by integrating into the realm of urban planning. © 2026 Jan Veuger.",,C_contextual,nao,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,RQ4,-3,apoio_contextual,RQ0=FALSE; RQ1=FALSE; RQ2=FALSE; RQ3=FALSE; RQ4=TRUE; RQ5=FALSE; n_rqs=1; score=-3; estrato_resumo=C_contextual; uso=apoio_contextual
REG_08189,2010,Scopus,10.1109/icee.2010.1358,"E-campus in Xiamen University: The past, present and the hopeful future","E-Campus has greater and greater roles in universities around the world. This paper discusses the E-Campus development in Xiamen University in the past, the present and the future. By analyzing its functionalities, some insufficiencies such as organizational insufficiency, ineffective information management, lack of maintenance planning, lack of a sustainable investment mechanism, insufficient involvement of university project team, lack of management process readjustment are pointed out. Future improvement and investment should be based on the management of these insufficiencies. To offer solutions to informatization, some suggestions which could be a way forward to the improvement of E-campus planning and development in universities are demonstrated. © 2010 IEEE.",E-campus; Informatization; Network,C_contextual,nao,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,RQ4;RQ5,-1,apoio_contextual,RQ0=FALSE; RQ1=FALSE; RQ2=FALSE; RQ3=FALSE; RQ4=TRUE; RQ5=TRUE; n_rqs=2; score=-1; estrato_resumo=C_contextual; uso=apoio_contextual
REG_04502,2019,Scopus,10.1088/1755-1315/352/1/012063,"Design and build with straw, earth and reeds for a minus carbon and plus energy building practice","The 6Zs target refers to the concept of a minus carbon and plus energy eco-cycle refugee house. A 37 m2 house was designed and constructed in a participatory manner in the City of Lund, Sweden. The 6Zs include: zero emissions, zero energy, zero waste, zero cost, zero indoor air pollutants and zero impact on the environment after the shelter is demolished. The key idea of this eco-cycle house is to reach net 6Zs during all stages - material extraction, building construction, operation and maintenance - until the shelter's end of life. The main construction material is plant-based raw fibers (mainly straw and reed), which are available around the building site. This house is designed to accommodate the needs of two adults and one child. It was built with the help of 7 refugees in 11 working days through an experimental participatory urban living lab methodology. The paper discusses the 6Z design concepts and draws conclusions on the preliminary assessment of the house prototype that was built as a proof of concept. The beneficiaries of this project are not restricted to refugees but also include the majority of individuals and families seeking affordable ways of living with a low impact on the environment. The house is designed for the cold Swedish climate, but the design concept and methodological approach can be adjusted to other climates or geographical contexts. © 2019 IOP Publishing Ltd. All rights reserved.",,C_contextual,nao,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2,RQ1;RQ2,-1,apoio_contextual,RQ0=FALSE; RQ1=TRUE; RQ2=TRUE; RQ3=FALSE; RQ4=FALSE; RQ5=FALSE; n_rqs=2; score=-1; estrato_resumo=C_contextual; uso=apoio_contextual
REG_04340,2019,Scopus,10.1007/978-3-030-11352-0_300263,Sustainable Facilities Management (SFM),[No abstract available],,C_contextual,nao,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,,-4,apoio_contextual,RQ0=FALSE; RQ1=FALSE; RQ2=FALSE; RQ3=FALSE; RQ4=FALSE; RQ5=FALSE; n_rqs=0; score=-4; estrato_resumo=C_contextual; uso=apoio_contextual
REG_01467,2014,Scopus,,Redefining ongoing commissioning for government sector high performing sustainable buildings,"Fully integrating the technology of advanced metering is neither simple nor uniform nor widely accepted by property management or operations personnel. However, the promise of this technology is worth the intense effort and is rapidly redefining the way properties are operated and managed for resource efficiency management. If the deployment and integration of the basics of installation, staff education and management structuring can be handled effectively, then the information gained from appropriately installed advanced metering will save energy and water and allow the building operators to manage and control the functionality of the systems with nearly all blinders off, unlike the state of the art for facility management over the past 60 years.",,C_contextual,nao,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,RQ1,-3,apoio_contextual,RQ0=FALSE; RQ1=TRUE; RQ2=FALSE; RQ3=FALSE; RQ4=FALSE; RQ5=FALSE; n_rqs=1; score=-3; estrato_resumo=C_contextual; uso=apoio_contextual
REG_02031,2012,Scopus,10.1201/b12516-88,BIM as a centre piece for optimised building operation,"It is a natural business need to have our building stock operating efficiently. A building that operates efficiently is one where most characteristics of the building can be measured, monitored and recorded while responding with relevant actuation. BIM has proved over time to be a valuable asset in contributing to the management of relevant building data. This paper examines how current implemented research in the area of Optimised Building Operation can be used to further the role BIM can play. It also examines experiences using an open source BIM tool and considers the technological approach taken by such a tool as a positive step to achieving a synchronous BIM when integrated with current building performance data gathering techniques. © 2012 Taylor & Francis Group.",,C_contextual,nao,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,RQ4,-3,apoio_contextual,RQ0=FALSE; RQ1=FALSE; RQ2=FALSE; RQ3=FALSE; RQ4=TRUE; RQ5=FALSE; n_rqs=1; score=-3; estrato_resumo=C_contextual; uso=apoio_contextual
REG_04245,2019,Scopus,10.1088/1757-899x/513/1/012028,Deferred maintenance of buildings: A review paper,"The building must be maintained to keep it in optimal operation in giving service and it is vital and also it can be influenced towards the building performance. Therefore, immediately after construction of the building project is completed, maintenance start to set in. The conducive environment that provided for the buildings will give a good performance and significant impact. Therefore, building maintenance is crucial in making sure the buildings can deliver a good service or function, but in certain reason building maintenance and repair activities that were not performed when they should have been will be deferred. Deferred maintenance occurs because there is no efficiency in managing building maintenance. Deferred maintenance has become a pressing issue in many countries and have adverse effects to the organization (stakeholders and users). Hence, this study is intended to provide definitions, issues and challenges of deferred maintenance of the buildings. © Published under licence by IOP Publishing Ltd.",,C_contextual,nao,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2,RQ1;RQ2,-1,apoio_contextual,RQ0=FALSE; RQ1=TRUE; RQ2=TRUE; RQ3=FALSE; RQ4=FALSE; RQ5=FALSE; n_rqs=2; score=-1; estrato_resumo=C_contextual; uso=apoio_contextual
REG_01710,2013,Scopus|WoS,10.1016/j.aei.2012.11.006,"A cloud approach to unified lifecycle data management in architecture, engineering, construction and facilities management: Integrating BIMs and SNS","The problem of data integration throughout the lifecycle of a construction project among multiple collaborative enterprises remains unsolved due to the dynamics and fragmented nature of the construction industry. This study presents a novel cloud approach that, focusing on China's special construction requirements, proposes a series of as-built BIM (building information modeling) tools and a self-organised application model that correlates project engineering data and project management data through a seamless BIM and BSNS (business social networking services) federation. To achieve a logically centralised single-source data structure, a unified data model is constructed that integrates two categories of heterogeneous databases through the adoption of handlers. Based on these models, key technical mechanisms that are critical to the successful management of large amounts of data are proposed and implemented, including permission, data manipulation and file version control. Specifically, a dynamic Generalised List series is proposed to address the sophisticated construction file versioning issue. The proposed cloud has been successfully used in real applications in China. This research work can enable data sharing not only by individuals and project teams but also by enterprises in a consistent and sustainable way throughout the life of a construction project. This system will reduce costs for construction firms by providing effective and efficient means and guides to complex project management, and by facilitating the conversion of project data into enterprise-owned properties. (C) 2012 Elsevier Ltd. All rights reserved.",Building information modeling; Business social networking services; Cloud computing; Life cycle data management; Self-organisation; Version control; Cloud computing Business social networking services Building information modeling Life cycle data management Version control Self-organisation MODEL INDUSTRY SYSTEM,C_contextual,nao,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2,RQ1;RQ2,-1,apoio_contextual,RQ0=FALSE; RQ1=TRUE; RQ2=TRUE; RQ3=FALSE; RQ4=FALSE; RQ5=FALSE; n_rqs=2; score=-1; estrato_resumo=C_contextual; uso=apoio_contextual
REG_03659,2020,Scopus,10.1007/s11709-020-0668-6,Green building research from design to operation in the past 20 years: A perspective,[No abstract available],,C_contextual,parcial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,,-1,apoio_contextual,RQ0=FALSE; RQ1=FALSE; RQ2=FALSE; RQ3=FALSE; RQ4=FALSE; RQ5=FALSE; n_rqs=0; score=-1; estrato_resumo=C_contextual; uso=apoio_contextual
REG_00524,2017,Scopus|WoS,,New methods of optimizing building maintenance,"Recent time is characterized by an increasing trend in the application of sustainable development in civil engineering, including building maintenance. There exist several methods of optimizing maintenance. One of them is the application of state-of-theart information technologies in the building maintenance process. A detailed analysis of all processes related to the building maintenance right in the design process can affect future maintenance of buildings-whether economic or energy intensity of the maintenance itself. Identification of all maintenance activities of individual building components and technical and technological installations in the proposed service life can determine their financial scope, but also time needs. A suitable version may be selected by a designer according to the future user needs. According to their requirements and resources, this version will be the best for the given group of users within the life cycle process. © 2017 Taylor & Francis Group, London, UK.",,C_contextual,nao,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2,RQ1;RQ2,-1,apoio_contextual,RQ0=FALSE; RQ1=TRUE; RQ2=TRUE; RQ3=FALSE; RQ4=FALSE; RQ5=FALSE; n_rqs=2; score=-1; estrato_resumo=C_contextual; uso=apoio_contextual
REG_01940,2012,Crossref|Scopus,10.1080/15732471003777071,Building asset management with deficiency tracking and integrated life cycle optimisation,"This paper introduces a comprehensive building asset management system with a unique formulation in which all functions from inspection, to deterioration modelling, and life cycle analysis, track the dynamics of building deficiencies. The system also incorporates an integrated life cycle analysis that determines both the optimum repair-types and the optimum repair-timings for a large network of buildings with hundreds of components. To handle the large-scale optimisation involved, a two-phase optimisation procedure has been introduced and its powerful performance validated on various size networks. The paper provides a description of the proposed asset management system and discusses its implementation in a user-friendly prototype that suits a large school board in North America. The proposed asset management system is innovative and helps organisations with large building assets improve the overall condition of their inventory with highest return on the limited repair budget. © 2012 Taylor and Francis Group, LLC.",asset management; buildings; capital renewal; computer application; life cycle analysis; optimisation,C_contextual,nao,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3,RQ1;RQ2;RQ4,0,apoio_contextual,RQ0=FALSE; RQ1=TRUE; RQ2=TRUE; RQ3=FALSE; RQ4=TRUE; RQ5=FALSE; n_rqs=3; score=0; estrato_resumo=C_contextual; uso=apoio_contextual
REG_02913,2022,Scopus,10.46354/i3m.2022.sesde.007,How sustainability factors influence maintenance of water distribution systems feeding manufacturing industries,"This work aims to analyse the role played by relevant sustainability factors towards the implementation of maintenance interventions in the manufacturing industrial sector. In this context, we focus on industrial water distribution systems, on whose effective work depends the functioning of core plants as well as general industrial facilities. In detail, we propose a Multi-Criteria Decision-Making (MCDM) application based on the use of the Analytic Network Process (ANP) as a methodological way to prioritise maintenance interventions while considering the influence of some of the most relevant sustainability factors identified in literature. The main advantage of such an approach consists in the elaboration of a flexible maintenance procedure for companies based on a well-known and reliable multi-criteria application. The novelty of our work refers to the development of a structured link between sustainability factors and maintenance management of industrial water distribution systems, something that is fundamental in manufacturing but also in other fields of application. © 2022 The Authors",ANP; Idustrial Systems; Maintenance Management; Mulit-Criteria Decision-Making; Sustainability Factors,C_contextual,nao,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3,RQ0;RQ1;RQ3,2,apoio_contextual,RQ0=TRUE; RQ1=TRUE; RQ2=FALSE; RQ3=TRUE; RQ4=FALSE; RQ5=FALSE; n_rqs=3; score=2; estrato_resumo=C_contextual; uso=apoio_contextual
REG_01178,2015,Scopus,10.1201/b17396-70,Intelligent solutions for sustainable facilities management of highly energy-efficient school buildings,"The purpose of the paper is to discuss the challenges for the management and use of highly energy-efficient school buildings. An overview of the state of the art in passive house buildings is presented. Norway's first passive house school is studied as example, with a focus on the interaction between sustainable facilities management, building owner, and building user. The paper contributes to a better understanding of passive house buildings and the challenges related to the implementation of intelligent solutions for sustainable facilities management. © 2015 Taylor & Francis Group.",,C_contextual,nao,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,RQ1;RQ4,-2,apoio_contextual,RQ0=FALSE; RQ1=TRUE; RQ2=FALSE; RQ3=FALSE; RQ4=TRUE; RQ5=FALSE; n_rqs=2; score=-2; estrato_resumo=C_contextual; uso=apoio_contextual
REG_02093,2011,Scopus,,Representation of HVAC control in common simulation packages,"The accurate representation of building operation is essential for building simulation to represent the consequence of design and operational controls correctly. This imperative is increasing with the use of calibrated simulations as a tool in the retrofit of buildings. Central to this is the representation of HVAC systems and controls, which have a major influence on building performance. In this paper, the representation of common HVAC types and control strategies in DOE-2, Tas, Energy Plus and IES is reviewed and compared. HVAC types reviewed include variable air volume, active and passive chilled beams. Control strategies include a range of common terminal and AHU control approaches, demand controlled ventilation and central plant controls. A number of significant shortcomings are identified. Key priorities for further simulation tool development are recommended.",,C_contextual,nao,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,RQ1,-3,apoio_contextual,RQ0=FALSE; RQ1=TRUE; RQ2=FALSE; RQ3=FALSE; RQ4=FALSE; RQ5=FALSE; n_rqs=1; score=-3; estrato_resumo=C_contextual; uso=apoio_contextual
REG_01153,2015,Scopus,10.1061/9780784413982.ch10,BIM use and requirements among building owners,"The belief that Building Information Modeling (BIM) results in fewer conflicts and improved coordination has led many owners to mandate its utilization on new construction projects. However, owners are often unsure of what BIM deliverables and processes to demand and how proficient the entities they choose to contract with are in using such technologies. Furthermore, though owners are working to operationalize BIM for Facilities Management (FM) to obtain the full life cycle benefits, they may still lack the technical resources and core competencies to utilize models post-construction. The state of BIM deployment and execution among building owner organizations within the US is in its infancy. Using a survey consisting of primarily higher education building owners conducted at the end of 2012, this study looks at the state of BIM execution among facility owners. It aims to determine what requirements are being set forth for BIM deliverables and how those deliverables are being used post-construction for Operations and Maintenance (O&M) in the current market. © 2015 by the American Society of Civil Engineers.",,C_contextual,nao,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3,RQ1;RQ4;RQ5,0,apoio_contextual,RQ0=FALSE; RQ1=TRUE; RQ2=FALSE; RQ3=FALSE; RQ4=TRUE; RQ5=TRUE; n_rqs=3; score=0; estrato_resumo=C_contextual; uso=apoio_contextual
REG_02810,2022,Scopus,10.1109/sieds55548.2022.9799401,Safe and Sustainable Fleet Management with Data Analytics and Reinforcement Training,"The University of Virginia's Facilities Management (FM) Fleet consists of around 260 total vehicles and is committed to safe and sustainable driving. The fleet vehicles contain telematic tracking systems which provide feedback on a multitude of driving behavioral measures, including speeding, harsh braking, hard acceleration, seat belt usage, harsh cornering, and idling time. In a previous study, data collected on these measures was used to develop relevant educational materials on mindful driving. This paper aims to further improve safe and eco-friendly FM driving behaviors by analyzing if reinforcement training, additional scorecards and manager conversations, proved to be effective when given proactively or reactively to increased violations of driving behavioral measures. This paper outlines the process we used in determining when and how to administer the two different training programs and which vehicle shops to involve. One group of shops received in-depth training before any notable violations were detected, which was deemed proactive training. A separate shop received the reactive training after any significant increase in vehicle incidents was detected. These reinforcement training programs were largely based on the professional FM education modules and provided conversation templates for managers to use in order to re-educate their shop's respective drivers. The research showed that reactive reinforcement training was statistically significant for speeding while proactive reinforcement training was not statistically significant; however, further expansion upon both trainings may still be warranted.  © 2022 IEEE.",Data Analytics; Eco-Driving; Safety; Telematics; Training Program,C_contextual,nao,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,4,RQ0;RQ1;RQ2;RQ4,3,apoio_contextual,RQ0=TRUE; RQ1=TRUE; RQ2=TRUE; RQ3=FALSE; RQ4=TRUE; RQ5=FALSE; n_rqs=4; score=3; estrato_resumo=C_contextual; uso=apoio_contextual
REG_04399,2019,Scopus,,Research of prefabricated building supply chain management based on BIM,"Construction projects involve multi-party management, so the promotion of supply chain thinking to the construction sector is the trend of future development. At present, the problem of low degree of synergy and low supply efficiency between the various parts of the fabricated building supply chain needs to be solved urgently. The rapid development of the building information technology revolution represented by BIM provides a new solution to the whole process management of the fabricated building supply chain. From the perspective of the life cycle of fabricated buildings, the BIM technology and the prefabricated building supply chain are the main lines, and the structural model of the prefabricated building supply chain is constructed. The comprehensive decision-making, design, construction and assembly, and operation and maintenance are integrated. The specific application of BIM technology in the structural model of the fabricated building supply chain, and proposed the goal of BIM technology in the prefabricated building supply chain. The research on prefabricated building supply chain management based on BIM technology not only has theoretical significance but also practical value for the whole process management of each link in the supply chain. © 2019 Proceedings of the 8th International Conference on Logistics and Systems Engineering 2018. All rights reserved.",BIM; Prefabricated building structural model; Prefabricated building supply chain management; Supply chain management,C_contextual,nao,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3,RQ0;RQ1;RQ3,2,apoio_contextual,RQ0=TRUE; RQ1=TRUE; RQ2=FALSE; RQ3=TRUE; RQ4=FALSE; RQ5=FALSE; n_rqs=3; score=2; estrato_resumo=C_contextual; uso=apoio_contextual
REG_09134,2016,WoS,10.1016/j.proenv.2016.04.023,Pre-assessment of Metropolitan Areas' Smart Growth through Agent Based Modelling,"Smart Growth (SG) is an approach for sustainable urban development, it emerged to restrain the drawbacks of Metropolitan Areas' urban sprawl. This approach enhances social equity and environmental justice through policies covering micro and macro levels, in addition, it discusses sustainability aspects. However, there are few attempts that simulate the effect of applying principles of SG on emergent behaviour within different context. This study aims at initiating a platform for building a SG Agent Based Model SGABM which focuses on the social behaviour, in order to assist in management of growth dynamics and build an information database for Urban Facility Management. The paper reviews literature and undergoes an application on Walkability principle. (C) 2016 The Authors. Published by Elsevier B.V.",Smart Growth Agent Based Modelling Urban Facility Management Decision Making Walkable Communities,C_contextual,nao,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,RQ1,-3,apoio_contextual,RQ0=FALSE; RQ1=TRUE; RQ2=FALSE; RQ3=FALSE; RQ4=FALSE; RQ5=FALSE; n_rqs=1; score=-3; estrato_resumo=C_contextual; uso=apoio_contextual
REG_06711,2024,Scopus,10.4324/9781003384113-25,SEARCHING THROUGH SMART DESIGN METHODS FOR ARCHITECTURE,"Architectural design aims to predict the future state or states of a physical project by utilizing knowledge gained from the past and present. Challenges demand other ways of thinking, designing, and making to face the trouble of an environment in flux. Building system’s adaptability and interactivity with internal and external forces are a complex endeavor. Design methods and tools help teams achieve desired change as efficiently and effectively as possible. But design decisions depend on both subjective and quantifiable measures, and uncertainty makes it difficult to define goals. In the times of Big Data, sensing environments, robotics, and AI, the knowledge generated by architecture, engineering, construction, and facilities operation firms has yet to be collected systematically and evaluated with rigor. Because methods and tools capture knowledge about design practice, sensible and collaborative approaches to form futures must be explored. Academic research centers and software developers, along with architecture engineering firms and construction companies, have been incorporating emerging technology into design and into projects, to manage their life cycles. Such efforts require collecting and organizing design information as evidence, building repositories of data, and relational databases. These groups are also developing algorithms for analyzing the data, constructing predictive models and generative neural networks, and integrating BIM with a digital twin. Yet, sharing design, construction, and building operation information among teams in the design and construction landscape presents financial, legal, ontological, and knowledge barriers. AI and machine learning may bridge the gap between the creative process and computation but may not fully resolve all existing barriers because they are buried in the methods, tools, and workflows we use. Attention must be paid to local work that may be having a wide impact in the periphery of Industry 5.0. © 2025 selection and editorial matter, Mitra Kanaani individual chapters, the contributors.",,D_descartar_sintese,nao,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,RQ5,-6,excluir_do_artigo,RQ0=FALSE; RQ1=FALSE; RQ2=FALSE; RQ3=FALSE; RQ4=FALSE; RQ5=TRUE; n_rqs=1; score=-6; estrato_resumo=D_descartar_sintese; uso=excluir_do_artigo
