id_unico,ano,bases_origem,doi,titulo,resumo,palavras_chave,tipo_aplicacao,dados_utilizados,resultado_principal,lacuna_identificada,resumo_suficiente_para_extracao,estrato_uso_resumo,entra_sintese_analitica_forte,entra_mapeamento_descritivo,justificativa_reavaliacao_resumo
REG_06479,2024,Scopus,10.1016/j.compchemeng.2023.108519,Design optimization and closed-loop operational planning to achieve sustainability goals in buildings,"Given the significant energy consumption and carbon emissions associated with buildings, there is increasing interest in improving sustainability of building operations to reduce impact on climate change. A common goal is to operate buildings as “net-zero” energy users in which all energy consumed by the building is balanced against renewable energy purchased from the grid or produced on site. To achieve net-zero status, many buildings will require significant retrofit so as to both reduce energy consumption in the absolute sense and provide the remainder without consuming fossil fuels. Thus, multi-year planning is required to ensure that goals can be met on time. In addition, due to the inherent uncertainty associated with energy consumption and generation, actually achieving net-zero energy use may require discretionary curtailment actions to be taken, and deciding whether such actions are necessary can be challenging. To address these challenges, we propose in this paper a design optimization and operational planning strategy to make the decisions needed to achieve sustainability goals in buildings. The strategy can be applied to schedule design changes over a long horizon to meet annual targets, and it can also be applied in closed loop on a shorter horizon to determine whether curtailment is needed to stay on track. We discuss the formulation of the optimization problem, solution methods, and modeling approaches for key parameters. Application of the strategy is illustrated via examples. Overall, this approach will help automate planning that is often done manually, allowing buildings to take a significant leap forward toward achieving their sustainability goals. © 2023 Elsevier Ltd",Building sustainability; Data-driven modeling; Design optimization; Operational planning,nao_classificavel_pelo_resumo,nao_informado_no_resumo,nao_informado_no_resumo,nao_identificavel_pelo_resumo,parcial,B_nucleo_descritivo,FALSE,TRUE,objeto_predial=TRUE; manutencao_gestao=TRUE; sustentabilidade=TRUE; metodo_dado_resultado=TRUE; exclusao_forte=FALSE; resumo_suficiente=parcial; pontos=7
REG_00424,2017,Scopus,10.1016/b978-0-12-409548-9.10200-3,Building Information Modeling and Building Performance Optimization,"Building Information Modeling (BIM) has become one of the most recognized technologies for Architecture, Engineering, and Construction (AEC) industry in recent years. It brings an innovative and creative revolution for the industry to substitute conventional two-dimensional design drawings by using digital three-dimensional modeling. The benefits of BIM application in AEC projects can be summarized as follows: cost saving, process control, rework reduction, quantity take-off, project management, multidimensional simulation, and visualization, which are across the whole project lifecycle from planning and design phase to operation and maintenance phase. As building energy consumption is a main sector of total energy consumption in the global, there is no doubt new technologies must be developed and applied to help minimize the energy consumption and meanwhile improve the energy efficiency in building construction sector. BIM provides an optimal solution. In this article, a detailed background introduction of what BIM is presented for better understanding. Furthermore, various BIM-based technologies for energy efficiency optimizations are respectively introduced according to applications in different disciplines and phases of building project lifecycle. In addition, a case study of a practical project shows what BIM can really contribute to the optimization of project and its impact on overall energy efficiency. © 2017 Elsevier Inc. All rights reserved.",3D modeling; 4D BIM; 5D BIM; AEC industry; Building Information Modeling (BIM); Building lifecycle; Design optimization; Energy efficiency; Integration; MEP coordination; Multidimension; Optimization; Visualization,estudo_de_caso,nao_informado_no_resumo,nao_informado_no_resumo,nao_identificavel_pelo_resumo,parcial,B_nucleo_descritivo,FALSE,TRUE,objeto_predial=TRUE; manutencao_gestao=TRUE; sustentabilidade=TRUE; metodo_dado_resultado=TRUE; exclusao_forte=FALSE; resumo_suficiente=parcial; pontos=8
REG_05153,2025,Scopus,10.1061/jladah.ladr-1360,Regulatory Framework and Data Governance around Big Data in the Construction Industry,"Big data (BD) is a collection of real-Time information from sensors and other devices that help industries understand their organizational environments at a granular level. By leveraging this data, industries can develop new products and services and make informed decisions. The construction industry is not insulated from the big data revolution, where data is generated throughout the life cycle of a project, from feasibility study to operation and maintenance, including building information modeling (BIM) collaborative models, building performance, and energy consumption. Despite the advantages of BD, concerns about data privacy, security, and governance continue to pose significant barriers to its adoption in the construction sector. With cloud computing and BD integration, a different level of vigilance in regulatory compliance, data protection and governance within the construction industry is necessary. The study aims to establish a comprehensive regulatory framework for data governance by documenting the nature of BD exchanges requiring an enhanced level of vigilance in the construction industry. The study's objective is to examine federal laws and regulatory frameworks employed to govern BD in various sectors and assess their potential applicability within the construction industry. A systematic literature review was utilized, employing keyword-based searches across multiple databases, followed by content analysis using QDA Miner Lite to identify themes related to the regulatory framework for BD in the construction industry. This research benefits practitioners by bridging existing knowledge gaps in BD governance and applying regulatory frameworks within the construction industry. © 2025 American Society of Civil Engineers.",,revisao_sistematica_ou_bibliometrica,nao_informado_no_resumo,nao_informado_no_resumo,nao_identificavel_pelo_resumo,parcial,B_nucleo_descritivo,FALSE,TRUE,objeto_predial=TRUE; manutencao_gestao=TRUE; sustentabilidade=TRUE; metodo_dado_resultado=TRUE; exclusao_forte=FALSE; resumo_suficiente=parcial; pontos=8
REG_00364,2017,Scopus|WoS,,Pathways to a low carbon economy: The evolving role of the University of the Philippines,"This article assesses the evolving role of the University of the Philippines System, which is the only national university in the country, in the transition of higher education institutions to a low-carbon economy. As national university, various initiatives have been put in place as it is duty-bound to contribute to sustainable development. Foremost is the University's Green UP program that aims to promulgate policies across the system, including green building standards, energy audits, replacement of equipment to improve energy efficiency, water and solid waste management, monitoring of building maintenance standards, environmental management, and other related strategic initiatives in relation with climate change, disaster risk reduction, and sustainability. © 2017 River Publishers. All rights reserved.",,nao_classificavel_pelo_resumo,nao_informado_no_resumo,nao_informado_no_resumo,nao_identificavel_pelo_resumo,parcial,B_nucleo_descritivo,FALSE,TRUE,objeto_predial=TRUE; manutencao_gestao=TRUE; sustentabilidade=TRUE; metodo_dado_resultado=TRUE; exclusao_forte=FALSE; resumo_suficiente=parcial; pontos=7
REG_01040,2015,Scopus,10.3303/cet1545075,A new green index as an overall quantitative green performance indicator of a facility,"In assessing the greenness of a facility, a few green performance indicators and assessment tools such as the Building Research Establishment Environmental Assessment Method (BREEAM), the Leadership in Energy and Environmental Design (LEED), and Green Building Index have been developed. Although these tools can help promote green building designs and operations, they do not provide a quantitative measure of the overall impact of a facility on the environment. This is due to the fact that most of the current green rating assessment tools utilise the point-based rating system. Such system has several limitations. First, it can only provide a relative measure of the greenness of a system. Secondly, the points awarded may not be consistent as it can vary from one assessor to another. Finally, the available rating tools do not provide a single indicator of the greenness of a system as each green element of a system is evaluated separately rather than as a whole. This paper presents a new tool for assessing the greenness of a facility that overcomes the aforementioned limitations. The use of the stock market composite index as a tool to assess the stock market performance has been extended to the domain of facility management that includes industrial and commercial buildings. The composite index has been utilised as the basis to develop a Green Index to assess and manage an organisation's level of greenness. The advantage of the composite index that could capture the movement of price within each stock and reflect it into a single composite index could be used in measuring and monitoring the impacts contributed by the individual green elements, on the environment. Results show that the formulation of the Green Index with weighting assignment using factor analysis would help organisations simultaneously optimise and improve their energy and water consumption, as well as waste generation. In addition, the Green Index graph provides facility managers with a graphical tool to visualise and gain insights on the performance trend of a facility. Copyright © 2015, AIDIC Servizi S.r.l.,.",,nao_classificavel_pelo_resumo,nao_informado_no_resumo,"Results show that the formulation of the Green Index with weighting assignment using factor analysis would help organisations simultaneously optimise and improve their energy and water consumption, as well as waste generation.",nao_identificavel_pelo_resumo,parcial,B_nucleo_descritivo,FALSE,TRUE,objeto_predial=TRUE; manutencao_gestao=TRUE; sustentabilidade=TRUE; metodo_dado_resultado=TRUE; exclusao_forte=FALSE; resumo_suficiente=parcial; pontos=8
REG_02136,2011,Scopus,10.1061/41182(416)63,Building information modeling implementation - Current and desired status,"The paper presents a methodology, which helps to extend Building Information Modeling (BIM) beyond the pre-construction stage and facilitate its implementation during the operation and maintenance (O&M) phase of a facility's life cycle. In each phase, a large amount of information is exchanged among various project participants. This information can be categorized into graphical and non-graphical data. Traditionally, these two information categories exist as independent entities and are not linked to each other. This non-linkage decreases the project participants' productivity due to implementation of time consuming information retrieval methods, and regeneration of data. BIM implementation increases the project participants' productivity by facilitating easy information access, and reusage of data. The objective of the study is to create 3D as-built model and facilitate access to the facility's O&M information through it. This facilitates BIM implementation during operation and maintenance phase of the life cycle. The paper presents the techniques to produce the 3D as-built model and steps to associate facility maintenance information to it. © 2011 ASCE.",3D; as-built; BIM; lifecycle; operation and maintenance,proposta_de_framework_ou_modelo,nao_informado_no_resumo,nao_informado_no_resumo,nao_identificavel_pelo_resumo,parcial,B_nucleo_descritivo,FALSE,TRUE,objeto_predial=TRUE; manutencao_gestao=TRUE; sustentabilidade=TRUE; metodo_dado_resultado=TRUE; exclusao_forte=FALSE; resumo_suficiente=parcial; pontos=8
REG_04403,2019,Scopus,10.1201/9780429001055-36,Strategies for sustainable FM,"Facilities Management (FM) professionals can play a significant role in reducing the world’s major resource challenges and create sustainable development, if sustainability is integrated as a quality goal in FM at strategic, tactical and operational levels. This chapter provides facility managers with inspiration for formulating sustainability strategies. Companies must necessarily develop their own sustainability strategy to reflect the company’s values and ambitions. The differences are due to the fact that companies differ in core business and facilities, but they also differ in the way they relate to sustainability and in the role and responsibility of the FM organisation. The chapter discusses the strategic positions: pollution control; smart technology; best on the market; and sustainable vision. Sustainable FM is something that exists more in theory than in practice. The chapter identifies three main directions regarding the realisation of sustainable FM: environmentally friendly FM; the smart sustainable building; and pilot projects for a sustainable society of the future. © 2019 selection and editorial matter, Per Anker Jensen.",,nao_classificavel_pelo_resumo,nao_informado_no_resumo,nao_informado_no_resumo,nao_identificavel_pelo_resumo,nao,C_contextual,FALSE,FALSE,objeto_predial=TRUE; manutencao_gestao=TRUE; sustentabilidade=TRUE; metodo_dado_resultado=TRUE; exclusao_forte=FALSE; resumo_suficiente=nao; pontos=7
REG_02504,2022,Scopus,10.13196/j.cims.2022.09.001,Collaborative platform of lifecycle value chain for nuclear power equipment,"On the basis of summarizing the typical characteristics of nuclear power equipment, the challenges faced by the current nuclear power equipment lifecycle value chain collaboration was analyzed, the necessity of building a collaborative platform of lifecycle value chain for nuclear power equipment was pointed out, and a platform architecture was designed. According to the problems of credibility of data interaction, traceability of quality control and controllability of operation and maintenance, the key technology system for the collaborative platform of nuclear power equipment's lifecycle value chain was put forward, which included the lifecycle value chain collaborative data space construction and mining, quality control and value chain traceability in cross-enterprise collaborative environment and multi-modal data-driven intelligent operation and maintenance service and closed-loop feedback. The key technology system effectively promoted the multi-field and multi-stage business collaboration of value chain enterprises and realized the overall value creation and sustainable and stable development of the lifecycle. In combination with typical business scenarios of the lifecycle of nuclear power equipment, the preliminary research and practice had been carried out from three aspects of data interaction, quality control and status prediction, providing a reference for the further application of collaborative platform of lifecycle value chain for nuclear power equipment in the future. © 2022 CIMS. All rights reserved.",collaborative platform; lifecycle; nuclear power equipment; value chain,nao_classificavel_pelo_resumo,nao_informado_no_resumo,nao_informado_no_resumo,nao_identificavel_pelo_resumo,nao,C_contextual,FALSE,FALSE,objeto_predial=TRUE; manutencao_gestao=TRUE; sustentabilidade=TRUE; metodo_dado_resultado=TRUE; exclusao_forte=FALSE; resumo_suficiente=nao; pontos=7
REG_02602,2022,Scopus,10.1371/journal.pwat.0000021,"Analysis of management systems for sustainability of infection prevention and control, and water sanitation and hygiene in healthcare facilities in the Greater Kampala Area, Uganda","Sustaining Water, Sanitation, and Hygiene (WASH), and Infection Prevention and Control (IPC) services in healthcare facilities (HCFs) remain a challenge in the developing world. This is largely attributable to ineffective management systems such as leadership, training, monitoring, financing and accountability, and operation and maintenance (O&M) for WASH and IPC. This study analysed management systems for the sustainability of WASH and IPC in HCFs in the Greater Kampala Metropolitan Area (GKMA), Uganda. A descriptive cross-sectional study was conducted in 59 HCFs. Data were obtained from HCF in-charges using the WASHCon tool. Indicators of sustainability across HCF level and ownership were compared using Chi-square tests, performed in Stata 14 statistical software. A p-value of less than 0.05 was considered significant. Less than half, 42.4% (25/59) of the HCFs had trained their staff on WASH issues, and 44.1% (26/59) had WASH and IPC guidelines. Nearly all, 91.2% (31/34) of the HCFs that needed new sinks, taps, or pipes could not afford them due to insufficient funds. The perceptions of in-charges that it was their responsibility: to ensure that staff receive training on WASH and IPC (p = 0.014); to oversee the O&M of WASH and IPC infrastructure (p = 0.005); and to sustain WASH and IPC infrastructure and behaviours (p = 0.014) varied by ownership of the HCF. Availability of written guidelines on WASH and IPC varied by level and ownership (p = 0.010). In this study, sub-optimal management systems for WASH and IPC were noted, and leadership, training and monitoring, financing, and accountability varied across level and ownership of the HCFs. Nonetheless, simple acts such as recognising the best performing staff in WASH and IPC can boost the morale of the staff. Also, there is a need for budget increments and functionalisation of the WASH and IPC committees in order to sustain recommended practices. This is an open access article, free of all copyright, and may be freely reproduced, distributed, transmitted, modified, built upon, or otherwise used by anyone for any lawful purpose. The work is made available under the Creative Commons CC0 public domain dedication.",,nao_classificavel_pelo_resumo,nao_informado_no_resumo,nao_informado_no_resumo,nao_identificavel_pelo_resumo,nao,C_contextual,FALSE,FALSE,objeto_predial=TRUE; manutencao_gestao=TRUE; sustentabilidade=TRUE; metodo_dado_resultado=TRUE; exclusao_forte=FALSE; resumo_suficiente=nao; pontos=7
REG_00318,2018,Scopus,,Building asset management system: A performance evaluation approach,"The role of building asset management has recently become significant in municipal governments for strategic, operational, and financial reasons. However, with age, exposure to severe conditions, and insufficient capacity to serve population growth, buildings have been progressively deteriorating. So, there is a serious need to implement more efficient, sustainable, and proactive asset management strategies to improve the management of building assets. The aim of this study is to review the existing building inventory systems and performance assessment methods since they are the basis for effective asset management. Moreover, this study proposes a multi-part condition rating model that offers a set of summary indicators to evaluate the performance of any building component or system. The results of this study indicate that the proposed model provides an improved asset performance evaluation process that leads to more effective maintenance decision making. © 2018 Institute of Industrial Engineers (IIE). All rights reserved.",Asset Management; Condition rating; Performance evaluation,nao_classificavel_pelo_resumo,nao_informado_no_resumo,nao_informado_no_resumo,nao_identificavel_pelo_resumo,nao,C_contextual,FALSE,FALSE,objeto_predial=TRUE; manutencao_gestao=TRUE; sustentabilidade=TRUE; metodo_dado_resultado=TRUE; exclusao_forte=FALSE; resumo_suficiente=nao; pontos=7
REG_01339,2014,Scopus|WoS,10.1109/tste.2014.2315651,Smart microgrids as a solution for rural electrification: Ensuring long-term sustainability through cadastre and business models,"The provision of energy at the local level by using renewable and local resources is increasingly acknowledged as a techno-economic solution for rural electrification. This work describes an approach for implementing microgrid projects at the institutional level by means of a specific entity that uses methods that engage the community in microgrid operation and maintenance (O&M), which ensures long-run benefits. The first step, related to macro-level barriers, is addressed by building a complete cadastre of isolated communities, while the second, at the micro level, focuses on business models for covering investment and O&M costs. A cadastre uncovers the key characteristics of each location (energy resources, availability, socio-economic conditions, environment, etc.). A cadastre also helps identify local needs, develop monitoring strategies, and determine benchmarks among microgrids. Its information also assists with proposing new projects, securing funding, and monitoring actual microgrids. At the micro level, local stakeholders, economic capabilities, social capital, and organizational structures are identified, which contribute to the selection of a tailored business model that can enable fundraising and O&M activities. The approach is presented in a four-stage framework: 1) background data collection; 2) community profile building; 3) system design; and 4) detailed engineering. Each community is evaluated by a prioritization index that considers the electrical conditions of each residence. © 2010-2012 IEEE.",Business models; cadastre; distributed generation; microgrid; rural electrification; Business models cadastre distributed generation microgrid rural electrification,nao_classificavel_pelo_resumo,nao_informado_no_resumo,nao_informado_no_resumo,nao_identificavel_pelo_resumo,nao,C_contextual,FALSE,FALSE,objeto_predial=TRUE; manutencao_gestao=TRUE; sustentabilidade=TRUE; metodo_dado_resultado=TRUE; exclusao_forte=FALSE; resumo_suficiente=nao; pontos=7
REG_00586,2017,Scopus,,Challenges in naval ship maintenance,"The challenges associated with the maintenance of a naval ship start right from the conceptual stage of the ship building up until the disposal of the ships. The selection of the most appropriate maintenance strategy for the life cycle of the ship plays a key role in optimizing the maintenance efforts and reducing the overall cost of the ship’s maintenance. Unlike the commercial ships, the range of expertise and skills required for maintaining a naval ship and equipment onboard is very large. The inherent complexities and the risks associated with the naval ship systems make the task of determining the best maintenance strategy for them very effortful. The enhanced operational demands of the naval forces due to the current political scenarios across the world make it difficult for the authorities to make the ship available for the maintenance in accordance with its upkeep plan. Another key factor which makes the naval ship maintenance quite challenging is the varied age of the ships in any leading naval force, which normally ranges from the newly commissioned ships to those which have completed more than 20 years in service. Maintenance of a naval ship not only involves the design of an efficient Maintenance Management System but also the selection and implementation of the right combination of maintenance strategies. This paper is an attempt to identify the challenges associated with the maintenance of naval ships in order to negotiate them for optimizing the maintenance efforts. © 2017 Royal Institution of Naval Architects. All rights reserved.",,nao_classificavel_pelo_resumo,nao_informado_no_resumo,nao_informado_no_resumo,nao_identificavel_pelo_resumo,nao,C_contextual,FALSE,FALSE,objeto_predial=TRUE; manutencao_gestao=TRUE; sustentabilidade=TRUE; metodo_dado_resultado=TRUE; exclusao_forte=FALSE; resumo_suficiente=nao; pontos=7
REG_04306,2019,Crossref|Scopus|WoS,10.3390/buildings9010011,"A better maintenance strategy, a more sustainable Hanok: Towards Korean traditional public facilities","Currently, user demands for Hanok, the Korean traditional building type, are increasing in Korea, and their use as residences and accommodations are especially booming, while public facilities are rarely built in the style of Hanok these days. One of the most critical reasons for the issue is that Hanok lack usability and are difficult to maintain as a public facilities. Therefore, it is improvement of the usability of Hanok is needed for them to be accepted as public buildings and to set up the maintenance strategy for the style of the wooden structure. This research has defined public buildings in Hanok and classified them into three types according to structural standards. Then, this study analyzed the characteristics of each type, and suggested a checklist for Hanok usability, employing it to analyze the most recent exemplar Hanoks built as results in the governmental research project, monitored them in aspects of the facility management focused on the wooden structure and suggested strategies for sustainability by deriving eight factors in usability and another eight major types of defects to review the current status of the maintenance for the wooden structure. Finally, this study proposed the main direction for Hanok maintenance to establish its strategies for sustainability. © 2018 by the author.",Assessment system; Han style; Hanok; Korean traditional building; Maintenance strategy; Public facilities; Sustainability; Usability; Hanok Korean traditional building public facilities Han style usability assessment system maintenance strategy sustainability,nao_classificavel_pelo_resumo,nao_informado_no_resumo,nao_informado_no_resumo,nao_identificavel_pelo_resumo,nao,C_contextual,FALSE,FALSE,objeto_predial=TRUE; manutencao_gestao=TRUE; sustentabilidade=TRUE; metodo_dado_resultado=TRUE; exclusao_forte=FALSE; resumo_suficiente=nao; pontos=7
REG_02388,2010,Scopus,10.1201/b10527-43,Towards a Process warehouse based energy building information model,"This paper describes the realization of a Process Warehouse (PW) with associated business connotations into the Engineering domain. It describes the implementation of the Process Intelligence concept that systematically captures, automates, arranges and stores the analysis methods (collection, evaluation, representation) of building performance processes and data, into the Data Warehouse (DW) of the Energy Building Information Model (eBIM), developed by the Information Technology for Sustainable and Optimised Building Operation (ITOBO) project. The rationale for this realization is to improve the overall performance of the eBIM in real time, considering its corporate goals, load balance, scalability and higher availability of the Corporate DW (CDW) of buildings networks for the end users. The paper further examines the potentials of employing a distributed PW architecture into the ITOBO platform to improve its overall performance. © 2010 Taylor & Francis Group, London.",,nao_classificavel_pelo_resumo,nao_informado_no_resumo,nao_informado_no_resumo,nao_identificavel_pelo_resumo,nao,C_contextual,FALSE,FALSE,objeto_predial=TRUE; manutencao_gestao=TRUE; sustentabilidade=TRUE; metodo_dado_resultado=TRUE; exclusao_forte=FALSE; resumo_suficiente=nao; pontos=7
REG_05574,2025,Scopus,10.26868/25222708.2025.1653,High-Fidelity Building Emulator for Integrated Comfort and Energy Analysis using EnergyPlus and Radiance,"The growing need for smart, energy-efficient, and occupant-centric buildings has created a demand for advanced control systems that can optimize building operations to balance energy savings, demand flexibility, and comfort. However, current building energy simulation tools, such as EnergyPlus, have limitations that hinder the development and evaluation of these complex control systems. To address this challenge, we introduce a high-fidelity building emulator that dynamically couples EnergyPlus with Radiance for enhanced daylight modeling. The introduced workflow allows researchers and practitioners to rapidly develop and evaluate innovative control solutions. An example study looking at a south-facing office zone revealed up to 67% deviation in predicted light levels, which can significantly impact building assessment. © 2025 Building Simulation Conference Proceedings. All rights reserved.",,simulacao_ou_modelagem_computacional,nao_informado_no_resumo,nao_informado_no_resumo,nao_identificavel_pelo_resumo,parcial,C_contextual,FALSE,FALSE,objeto_predial=TRUE; manutencao_gestao=TRUE; sustentabilidade=FALSE; metodo_dado_resultado=TRUE; exclusao_forte=FALSE; resumo_suficiente=parcial; pontos=6
REG_06921,2023,Scopus,10.1016/j.enbuild.2023.113635,Automated monitoring applications for existing buildings through natural language processing based semantic mapping of operational data and creation of digital twins,"Buildings' operation constitutes 36% of the German energy consumption. Currently, operators lack the knowledge on energy-saving techniques. There is a shortage of cost-effective and easily-implementable solutions to evaluate building performance. The cause of this problem lies with the semantically heterogeneous operational data used in technical applications. Integrating the data into monitoring applications demands substantial and costly manual efforts. This paper presents a method that enables automated generation of technical monitoring applications for existing buildings. The method outlined represents existing automation stations as digital twins and employs artificial intelligence to map the heterogeneous data to a standard and create semantic digital twins of buildings. The paper introduces a method using natural language processing for the semantic processing of data. The developed method involves a four-stage process for classification of data points, which are subsequently mapped to a uniform vocabulary. To classify the data points, language models were trained on a created dataset of 54,125 data points. Following successful training, the models can process semantically heterogeneous data points. The results, demonstrating an average F1-Score of over 95%, indicate that the developed method is suitable for automating data point mapping. The models were implemented as an Industry 4.0 service and integrated into an application. © 2023 The Author(s)",Automatic generation of monitoring applications; Buildings' operation; Classification operational building data; Energy saving; Industry 4.0 Asset Administration Shell; Interoperability of technical systems; Natural language processing for semantic mapping; Semantic digital twin,nao_classificavel_pelo_resumo,dados_historicos_ou_registros_de_manutencao,nao_informado_no_resumo,nao_identificavel_pelo_resumo,parcial,C_contextual,FALSE,FALSE,objeto_predial=TRUE; manutencao_gestao=FALSE; sustentabilidade=TRUE; metodo_dado_resultado=TRUE; exclusao_forte=FALSE; resumo_suficiente=parcial; pontos=6
REG_02861,2022,Scopus,10.31705/wcs.2022.1,A DEEP LEARNING-BASED BUILDING DEFECTS DETECTION TOOL FOR SUSTAINABILITY MONITORING,"To ensure sustainability of buildings, detection of building defects is crucial. Conventional practices of defects detection from building inspection data are mostly manual and error prone. With the advancements in computer vision, imaging technology and machine learning-based tools have been developed for real-time, accurate and efficient defects detection. Deep learning (DL), which is a branch of ML is more robust in automatically retrieving elements’ semantics to detect building defects. Although DL algorithms are robust in object detection, the computational complexities and configurations of these models are high. Therefore, this study presents a process of developing a computationally inexpensive and less complicated DL model using transfer learning and Google Colab virtual machine to improve automation in building defects detection. Cracks is one of the major building defects that constraint the safety and durability of buildings thus hindering building sustainability. Building cracks images were sourced from the Internet to train the model, which was built upon You Only Look Once (YOLO) DL algorithm. To test the DL model, inspection images of five (05) buildings collected by the Facilities Management department of a University in Sydney city were used. The DL model developed using this process offers a monitoring tool to ensure the sustainability of buildings with its’ ability of detecting cracks from building inspection data in real time accurately and efficiently. Although the current model is built to detect cracks, this process can be employed to automated detection of any building defect upon providing the training images of defects. © 2022, Ceylon Institute of Builders. All rights reserved.",Computer Vision; Deep Learning; Defects; Google Colab; Sustainability,nao_classificavel_pelo_resumo,nao_informado_no_resumo,nao_informado_no_resumo,nao_identificavel_pelo_resumo,nao,C_contextual,FALSE,FALSE,objeto_predial=TRUE; manutencao_gestao=TRUE; sustentabilidade=TRUE; metodo_dado_resultado=TRUE; exclusao_forte=FALSE; resumo_suficiente=nao; pontos=7
REG_04833,2026,Scopus,10.1201/9781003541295-6,Urban Facility Management and Sustainable Neighborhoods,"This chapter first examines the history, philosophy, definitions, and applications of facilities management and urban facilities management. It then identifies the connections between the emerging concept of urban facilities management and urban approaches and theories. Recognizing these connections aims to enhance the understanding of the potential relationships between urban facility management and sustainable neighborhoods. As an evolving approach, urban facilities management is on the rise. Clearly, understanding its relationship with other fields can promote its growth in academic literature and discourse globally. Urban facilities management, by engaging local communities, places participation at the forefront and encourages dialogue among various stakeholders. Additionally, urban facilities management can optimize facilities management by fostering integration and merging it with the concept of intelligence. By aligning with the needs of residents and urban planning initiatives, it can effectively contribute to the vision of healthy neighborhoods and cities. Furthermore, urban facility management can aid in achieving more sustainable neighborhoods and cities by integrating into the realm of urban planning. © 2026 Jan Veuger.",,nao_classificavel_pelo_resumo,nao_informado_no_resumo,nao_informado_no_resumo,nao_identificavel_pelo_resumo,nao,C_contextual,FALSE,FALSE,objeto_predial=TRUE; manutencao_gestao=TRUE; sustentabilidade=TRUE; metodo_dado_resultado=TRUE; exclusao_forte=FALSE; resumo_suficiente=nao; pontos=7
REG_08462,2022,Crossref,10.3390/su14105871,Research on Classification Method of Building Function Oriented to Urban Building Stock Management,"With the development of human society, the urban population and the urban building stock have been continuously increasing. Environmental issues such as greenhouse gases emissions, air pollution, and construction waste have gradually emerged. Due to the lack of an urban functional area database, it is very time-consuming to manually identify building functional areas. As a result, most of the current research on urban building functions are estimated at a large regional scale or only detailed calculations of individual buildings. The building functions classification method needs to be further improved. Based on the traditional methods, this paper proposes a building function classification method with higher recognition accuracy and is less time-consuming. The method is then applied to a certain area of Chaoyang District, Beijing, for validation and verification. The results show that the urban building function classification method in this paper has a recognition rate of 96.18%, an overall classification accuracy of 94.37%, and a kappa coefficient of 0.9089. The classification results are in good agreement with the virtual interpretation. In addition, automatic classification of building functions is implemented using ArcPy in ArcGIS, which significantly improves the classification efficiency.",,nao_classificavel_pelo_resumo,nao_informado_no_resumo,"The results show that the urban building function classification method in this paper has a recognition rate of 96.18%, an overall classification accuracy of 94.37%, and a kappa coefficient of 0.9089.",nao_identificavel_pelo_resumo,parcial,C_contextual,FALSE,FALSE,objeto_predial=TRUE; manutencao_gestao=FALSE; sustentabilidade=TRUE; metodo_dado_resultado=TRUE; exclusao_forte=FALSE; resumo_suficiente=parcial; pontos=6
REG_04502,2019,Scopus,10.1088/1755-1315/352/1/012063,"Design and build with straw, earth and reeds for a minus carbon and plus energy building practice","The 6Zs target refers to the concept of a minus carbon and plus energy eco-cycle refugee house. A 37 m2 house was designed and constructed in a participatory manner in the City of Lund, Sweden. The 6Zs include: zero emissions, zero energy, zero waste, zero cost, zero indoor air pollutants and zero impact on the environment after the shelter is demolished. The key idea of this eco-cycle house is to reach net 6Zs during all stages - material extraction, building construction, operation and maintenance - until the shelter's end of life. The main construction material is plant-based raw fibers (mainly straw and reed), which are available around the building site. This house is designed to accommodate the needs of two adults and one child. It was built with the help of 7 refugees in 11 working days through an experimental participatory urban living lab methodology. The paper discusses the 6Z design concepts and draws conclusions on the preliminary assessment of the house prototype that was built as a proof of concept. The beneficiaries of this project are not restricted to refugees but also include the majority of individuals and families seeking affordable ways of living with a low impact on the environment. The house is designed for the cold Swedish climate, but the design concept and methodological approach can be adjusted to other climates or geographical contexts. © 2019 IOP Publishing Ltd. All rights reserved.",,nao_classificavel_pelo_resumo,nao_informado_no_resumo,nao_informado_no_resumo,nao_identificavel_pelo_resumo,nao,C_contextual,FALSE,FALSE,objeto_predial=TRUE; manutencao_gestao=TRUE; sustentabilidade=TRUE; metodo_dado_resultado=TRUE; exclusao_forte=FALSE; resumo_suficiente=nao; pontos=7
REG_04340,2019,Scopus,10.1007/978-3-030-11352-0_300263,Sustainable Facilities Management (SFM),[No abstract available],,nao_classificavel_pelo_resumo,nao_informado_no_resumo,nao_informado_no_resumo,nao_identificavel_pelo_resumo,nao,C_contextual,FALSE,FALSE,objeto_predial=TRUE; manutencao_gestao=TRUE; sustentabilidade=TRUE; metodo_dado_resultado=TRUE; exclusao_forte=FALSE; resumo_suficiente=nao; pontos=7
REG_01467,2014,Scopus,,Redefining ongoing commissioning for government sector high performing sustainable buildings,"Fully integrating the technology of advanced metering is neither simple nor uniform nor widely accepted by property management or operations personnel. However, the promise of this technology is worth the intense effort and is rapidly redefining the way properties are operated and managed for resource efficiency management. If the deployment and integration of the basics of installation, staff education and management structuring can be handled effectively, then the information gained from appropriately installed advanced metering will save energy and water and allow the building operators to manage and control the functionality of the systems with nearly all blinders off, unlike the state of the art for facility management over the past 60 years.",,nao_classificavel_pelo_resumo,nao_informado_no_resumo,nao_informado_no_resumo,nao_identificavel_pelo_resumo,nao,C_contextual,FALSE,FALSE,objeto_predial=TRUE; manutencao_gestao=TRUE; sustentabilidade=TRUE; metodo_dado_resultado=TRUE; exclusao_forte=FALSE; resumo_suficiente=nao; pontos=7
