id_unico,titulo,ano,criterio,dimensao_roteiro
REG_05379,Offshore Wind Turbine Key Components’ Life Cycle Cost Analysis (LCCA): Specification Options in Western Australia,2025,vida_util,tecnica_operacional
REG_05379,Offshore Wind Turbine Key Components’ Life Cycle Cost Analysis (LCCA): Specification Options in Western Australia,2025,desempenho_operacional,tecnica_operacional
REG_05379,Offshore Wind Turbine Key Components’ Life Cycle Cost Analysis (LCCA): Specification Options in Western Australia,2025,emissoes_carbono,ambiental
REG_05379,Offshore Wind Turbine Key Components’ Life Cycle Cost Analysis (LCCA): Specification Options in Western Australia,2025,residuos,ambiental
REG_05404,Strategic planning of sustainable maintenance in heritage school buildings: Malaysia perspectives,2025,custo,economica
REG_05404,Strategic planning of sustainable maintenance in heritage school buildings: Malaysia perspectives,2025,condicao_fisica,tecnica_operacional
REG_05404,Strategic planning of sustainable maintenance in heritage school buildings: Malaysia perspectives,2025,informacao_dados,tecnica_operacional
REG_05404,Strategic planning of sustainable maintenance in heritage school buildings: Malaysia perspectives,2025,manutenibilidade,tecnica_operacional
REG_05430,Development of an ontology-based asset information model for predictive maintenance in building facilities,2025,energia,ambiental
REG_05430,Development of an ontology-based asset information model for predictive maintenance in building facilities,2025,desempenho_operacional,tecnica_operacional
REG_05430,Development of an ontology-based asset information model for predictive maintenance in building facilities,2025,informacao_dados,tecnica_operacional
REG_05449,Enhancing asset management: Integrating digital twins for continuous permitting and compliance - A systematic literature review,2025,custo,economica
REG_05449,Enhancing asset management: Integrating digital twins for continuous permitting and compliance - A systematic literature review,2025,energia,ambiental
REG_05449,Enhancing asset management: Integrating digital twins for continuous permitting and compliance - A systematic literature review,2025,seguranca,social
REG_05449,Enhancing asset management: Integrating digital twins for continuous permitting and compliance - A systematic literature review,2025,vida_util,tecnica_operacional
REG_05449,Enhancing asset management: Integrating digital twins for continuous permitting and compliance - A systematic literature review,2025,desempenho_operacional,tecnica_operacional
REG_05449,Enhancing asset management: Integrating digital twins for continuous permitting and compliance - A systematic literature review,2025,informacao_dados,tecnica_operacional
REG_05452,Optimization of an integrated hybrid commercial building with building information modelling,2025,custo,economica
REG_05452,Optimization of an integrated hybrid commercial building with building information modelling,2025,energia,ambiental
REG_05452,Optimization of an integrated hybrid commercial building with building information modelling,2025,desempenho_operacional,tecnica_operacional
REG_05452,Optimization of an integrated hybrid commercial building with building information modelling,2025,informacao_dados,tecnica_operacional
REG_05478,The development of prefabricated buildings and intelligent construction based on digital twins,2025,custo,economica
REG_05478,The development of prefabricated buildings and intelligent construction based on digital twins,2025,risco,tecnica_operacional
REG_05478,The development of prefabricated buildings and intelligent construction based on digital twins,2025,vida_util,tecnica_operacional
REG_05478,The development of prefabricated buildings and intelligent construction based on digital twins,2025,desempenho_operacional,tecnica_operacional
REG_05478,The development of prefabricated buildings and intelligent construction based on digital twins,2025,informacao_dados,tecnica_operacional
REG_05478,The development of prefabricated buildings and intelligent construction based on digital twins,2025,manutenibilidade,tecnica_operacional
REG_05495,Research on Real-Time Control Strategy for HVAC Systems in University Libraries,2025,custo,economica
REG_05495,Research on Real-Time Control Strategy for HVAC Systems in University Libraries,2025,energia,ambiental
REG_05495,Research on Real-Time Control Strategy for HVAC Systems in University Libraries,2025,conforto,social
REG_05495,Research on Real-Time Control Strategy for HVAC Systems in University Libraries,2025,desempenho_operacional,tecnica_operacional
REG_05495,Research on Real-Time Control Strategy for HVAC Systems in University Libraries,2025,informacao_dados,tecnica_operacional
REG_05517,Life-cycle cost assessment of conventional and self-centering steel frames in seismic zones: An extra focus on environmental impacts,2025,custo,economica
REG_05517,Life-cycle cost assessment of conventional and self-centering steel frames in seismic zones: An extra focus on environmental impacts,2025,risco,tecnica_operacional
REG_05517,Life-cycle cost assessment of conventional and self-centering steel frames in seismic zones: An extra focus on environmental impacts,2025,vida_util,tecnica_operacional
REG_05517,Life-cycle cost assessment of conventional and self-centering steel frames in seismic zones: An extra focus on environmental impacts,2025,desempenho_operacional,tecnica_operacional
REG_05517,Life-cycle cost assessment of conventional and self-centering steel frames in seismic zones: An extra focus on environmental impacts,2025,emissoes_carbono,ambiental
REG_05517,Life-cycle cost assessment of conventional and self-centering steel frames in seismic zones: An extra focus on environmental impacts,2025,residuos,ambiental
REG_05558,Applications of Digital Technologies in Promoting Sustainable Construction Practices: A Literature Review,2025,custo,economica
REG_05558,Applications of Digital Technologies in Promoting Sustainable Construction Practices: A Literature Review,2025,energia,ambiental
REG_05558,Applications of Digital Technologies in Promoting Sustainable Construction Practices: A Literature Review,2025,vida_util,tecnica_operacional
REG_05558,Applications of Digital Technologies in Promoting Sustainable Construction Practices: A Literature Review,2025,desempenho_operacional,tecnica_operacional
REG_05558,Applications of Digital Technologies in Promoting Sustainable Construction Practices: A Literature Review,2025,informacao_dados,tecnica_operacional
REG_05559,Exploiting digital twins for occupancy and energy optimisation for office buildings,2025,custo,economica
REG_05559,Exploiting digital twins for occupancy and energy optimisation for office buildings,2025,condicao_fisica,tecnica_operacional
REG_05559,Exploiting digital twins for occupancy and energy optimisation for office buildings,2025,energia,ambiental
REG_05559,Exploiting digital twins for occupancy and energy optimisation for office buildings,2025,conforto,social
REG_05559,Exploiting digital twins for occupancy and energy optimisation for office buildings,2025,desempenho_operacional,tecnica_operacional
REG_05559,Exploiting digital twins for occupancy and energy optimisation for office buildings,2025,emissoes_carbono,ambiental
REG_05559,Exploiting digital twins for occupancy and energy optimisation for office buildings,2025,informacao_dados,tecnica_operacional
REG_05613,Potential for Integrating Post-Construction Facility Management with BIM in Steel Building Projects in the Middle East,2025,custo,economica
REG_05613,Potential for Integrating Post-Construction Facility Management with BIM in Steel Building Projects in the Middle East,2025,energia,ambiental
REG_05613,Potential for Integrating Post-Construction Facility Management with BIM in Steel Building Projects in the Middle East,2025,vida_util,tecnica_operacional
REG_05613,Potential for Integrating Post-Construction Facility Management with BIM in Steel Building Projects in the Middle East,2025,desempenho_operacional,tecnica_operacional
REG_05613,Potential for Integrating Post-Construction Facility Management with BIM in Steel Building Projects in the Middle East,2025,informacao_dados,tecnica_operacional
REG_05632,Integration of technology in decision-making in university facilities management: a literature review,2025,risco,tecnica_operacional
REG_05632,Integration of technology in decision-making in university facilities management: a literature review,2025,desempenho_operacional,tecnica_operacional
REG_05632,Integration of technology in decision-making in university facilities management: a literature review,2025,informacao_dados,tecnica_operacional
REG_05645,Digital Twins for Sustainable Hospitality Facilities Management: A Review and Empirical Investigation,2025,energia,ambiental
REG_05645,Digital Twins for Sustainable Hospitality Facilities Management: A Review and Empirical Investigation,2025,emissoes_carbono,ambiental
REG_05645,Digital Twins for Sustainable Hospitality Facilities Management: A Review and Empirical Investigation,2025,informacao_dados,tecnica_operacional
REG_05650,Barriers to Digital Transformation in Facilities Management: Insights from a Developing Country,2025,custo,economica
REG_05650,Barriers to Digital Transformation in Facilities Management: Insights from a Developing Country,2025,desempenho_operacional,tecnica_operacional
REG_05650,Barriers to Digital Transformation in Facilities Management: Insights from a Developing Country,2025,informacao_dados,tecnica_operacional
REG_05740,The driving mechanism for promoting the transition to sustainable operation and maintenance management of major infrastructure projects: a SLR-ISM-MICMAC analysis,2025,desempenho_operacional,tecnica_operacional
REG_05740,The driving mechanism for promoting the transition to sustainable operation and maintenance management of major infrastructure projects: a SLR-ISM-MICMAC analysis,2025,manutenibilidade,tecnica_operacional
REG_05812,Research on Circular Design Criteria for Historic Building Protection,2025,custo,economica
REG_05812,Research on Circular Design Criteria for Historic Building Protection,2025,vida_util,tecnica_operacional
REG_05812,Research on Circular Design Criteria for Historic Building Protection,2025,desempenho_operacional,tecnica_operacional
REG_05816,Optimizing Fire Safety Compliance: Rule-Based Checking of As-Is BIM Models for Workplace Regulations,2025,risco,tecnica_operacional
REG_05816,Optimizing Fire Safety Compliance: Rule-Based Checking of As-Is BIM Models for Workplace Regulations,2025,condicao_fisica,tecnica_operacional
REG_05816,Optimizing Fire Safety Compliance: Rule-Based Checking of As-Is BIM Models for Workplace Regulations,2025,seguranca,social
REG_05816,Optimizing Fire Safety Compliance: Rule-Based Checking of As-Is BIM Models for Workplace Regulations,2025,desempenho_operacional,tecnica_operacional
REG_05816,Optimizing Fire Safety Compliance: Rule-Based Checking of As-Is BIM Models for Workplace Regulations,2025,informacao_dados,tecnica_operacional
REG_05872,Future directions and research gaps in city information modelling (CIM),2025,custo,economica
REG_05872,Future directions and research gaps in city information modelling (CIM),2025,risco,tecnica_operacional
REG_05872,Future directions and research gaps in city information modelling (CIM),2025,informacao_dados,tecnica_operacional
REG_05925,Appraising sustainable and resilient physical infrastructure facilities in higher education institutions: the role of smart maintenance management,2025,custo,economica
REG_05925,Appraising sustainable and resilient physical infrastructure facilities in higher education institutions: the role of smart maintenance management,2025,risco,tecnica_operacional
REG_05925,Appraising sustainable and resilient physical infrastructure facilities in higher education institutions: the role of smart maintenance management,2025,desempenho_operacional,tecnica_operacional
REG_05925,Appraising sustainable and resilient physical infrastructure facilities in higher education institutions: the role of smart maintenance management,2025,informacao_dados,tecnica_operacional
REG_05925,Appraising sustainable and resilient physical infrastructure facilities in higher education institutions: the role of smart maintenance management,2025,manutenibilidade,tecnica_operacional
REG_06111,Next-Generation Building Condition Assessment: BIM and Neural Network Integration,2024,custo,economica
REG_06111,Next-Generation Building Condition Assessment: BIM and Neural Network Integration,2024,condicao_fisica,tecnica_operacional
REG_06111,Next-Generation Building Condition Assessment: BIM and Neural Network Integration,2024,seguranca,social
REG_06111,Next-Generation Building Condition Assessment: BIM and Neural Network Integration,2024,vida_util,tecnica_operacional
REG_06111,Next-Generation Building Condition Assessment: BIM and Neural Network Integration,2024,desempenho_operacional,tecnica_operacional
REG_06111,Next-Generation Building Condition Assessment: BIM and Neural Network Integration,2024,informacao_dados,tecnica_operacional
REG_06159,Developing a framework for building maintenance: a case study of Malaysia's low-cost housing via soft system methodology,2024,custo,economica
REG_06159,Developing a framework for building maintenance: a case study of Malaysia's low-cost housing via soft system methodology,2024,vida_util,tecnica_operacional
REG_06159,Developing a framework for building maintenance: a case study of Malaysia's low-cost housing via soft system methodology,2024,desempenho_operacional,tecnica_operacional
REG_06159,Developing a framework for building maintenance: a case study of Malaysia's low-cost housing via soft system methodology,2024,informacao_dados,tecnica_operacional
REG_06159,Developing a framework for building maintenance: a case study of Malaysia's low-cost housing via soft system methodology,2024,manutenibilidade,tecnica_operacional
REG_06247,BIM-IoT-FM integration: strategy for implementation of sustainable water management in buildings,2024,desempenho_operacional,tecnica_operacional
REG_06247,BIM-IoT-FM integration: strategy for implementation of sustainable water management in buildings,2024,agua,ambiental
REG_06247,BIM-IoT-FM integration: strategy for implementation of sustainable water management in buildings,2024,informacao_dados,tecnica_operacional
REG_06255,Research and application of carbon emission calculation methods for the whole life cycle of assembled steel structure office buildings,2024,energia,ambiental
REG_06255,Research and application of carbon emission calculation methods for the whole life cycle of assembled steel structure office buildings,2024,vida_util,tecnica_operacional
REG_06255,Research and application of carbon emission calculation methods for the whole life cycle of assembled steel structure office buildings,2024,desempenho_operacional,tecnica_operacional
REG_06255,Research and application of carbon emission calculation methods for the whole life cycle of assembled steel structure office buildings,2024,emissoes_carbono,ambiental
REG_06255,Research and application of carbon emission calculation methods for the whole life cycle of assembled steel structure office buildings,2024,residuos,ambiental
REG_06405,Towards achieving a net zero carbon building: A review of key stakeholders and their roles in net zero carbon building whole life cycle,2024,energia,ambiental
REG_06405,Towards achieving a net zero carbon building: A review of key stakeholders and their roles in net zero carbon building whole life cycle,2024,vida_util,tecnica_operacional
REG_06405,Towards achieving a net zero carbon building: A review of key stakeholders and their roles in net zero carbon building whole life cycle,2024,desempenho_operacional,tecnica_operacional
REG_06405,Towards achieving a net zero carbon building: A review of key stakeholders and their roles in net zero carbon building whole life cycle,2024,emissoes_carbono,ambiental
REG_06405,Towards achieving a net zero carbon building: A review of key stakeholders and their roles in net zero carbon building whole life cycle,2024,residuos,ambiental
REG_06405,Towards achieving a net zero carbon building: A review of key stakeholders and their roles in net zero carbon building whole life cycle,2024,informacao_dados,tecnica_operacional
REG_06494,The applications of building information modeling in the life-cycle of green buildings: a comprehensive review,2024,custo,economica
REG_06494,The applications of building information modeling in the life-cycle of green buildings: a comprehensive review,2024,energia,ambiental
REG_06494,The applications of building information modeling in the life-cycle of green buildings: a comprehensive review,2024,seguranca,social
REG_06494,The applications of building information modeling in the life-cycle of green buildings: a comprehensive review,2024,conforto,social
REG_06494,The applications of building information modeling in the life-cycle of green buildings: a comprehensive review,2024,vida_util,tecnica_operacional
REG_06494,The applications of building information modeling in the life-cycle of green buildings: a comprehensive review,2024,desempenho_operacional,tecnica_operacional
REG_06494,The applications of building information modeling in the life-cycle of green buildings: a comprehensive review,2024,residuos,ambiental
REG_06494,The applications of building information modeling in the life-cycle of green buildings: a comprehensive review,2024,informacao_dados,tecnica_operacional
REG_06525,Application of Circular Economy in Facility Maintenance and Management: Moving Towards a Low Carbon Future,2024,energia,ambiental
REG_06525,Application of Circular Economy in Facility Maintenance and Management: Moving Towards a Low Carbon Future,2024,desempenho_operacional,tecnica_operacional
REG_06525,Application of Circular Economy in Facility Maintenance and Management: Moving Towards a Low Carbon Future,2024,emissoes_carbono,ambiental
REG_06525,Application of Circular Economy in Facility Maintenance and Management: Moving Towards a Low Carbon Future,2024,residuos,ambiental
REG_06548,Improving Facility Management Performance in Public Higher Education Institution Buildings in Nigeria,2024,desempenho_operacional,tecnica_operacional
REG_06548,Improving Facility Management Performance in Public Higher Education Institution Buildings in Nigeria,2024,satisfacao_usuario,social
REG_06548,Improving Facility Management Performance in Public Higher Education Institution Buildings in Nigeria,2024,informacao_dados,tecnica_operacional
REG_06585,Conceptual framework of sustainable interior design (SID) criteria and components to hotel's operational performance effectiveness,2024,risco,tecnica_operacional
REG_06585,Conceptual framework of sustainable interior design (SID) criteria and components to hotel's operational performance effectiveness,2024,energia,ambiental
REG_06585,Conceptual framework of sustainable interior design (SID) criteria and components to hotel's operational performance effectiveness,2024,conforto,social
REG_06585,Conceptual framework of sustainable interior design (SID) criteria and components to hotel's operational performance effectiveness,2024,desempenho_operacional,tecnica_operacional
REG_06585,Conceptual framework of sustainable interior design (SID) criteria and components to hotel's operational performance effectiveness,2024,agua,ambiental
REG_06585,Conceptual framework of sustainable interior design (SID) criteria and components to hotel's operational performance effectiveness,2024,informacao_dados,tecnica_operacional
REG_06585,Conceptual framework of sustainable interior design (SID) criteria and components to hotel's operational performance effectiveness,2024,manutenibilidade,tecnica_operacional
REG_06681,3D spatio-temporal post-occupational maintenance management of high-rise residential building: a case study,2024,desempenho_operacional,tecnica_operacional
REG_06681,3D spatio-temporal post-occupational maintenance management of high-rise residential building: a case study,2024,informacao_dados,tecnica_operacional
REG_06681,3D spatio-temporal post-occupational maintenance management of high-rise residential building: a case study,2024,manutenibilidade,tecnica_operacional
REG_06712,INTEGRATING BIM INTO BUILT ASSET MANAGEMENT: A PATHWAY TO ACHIEVE SOCIAL SUSTAINABILITY,2024,custo,economica
REG_06712,INTEGRATING BIM INTO BUILT ASSET MANAGEMENT: A PATHWAY TO ACHIEVE SOCIAL SUSTAINABILITY,2024,risco,tecnica_operacional
REG_06712,INTEGRATING BIM INTO BUILT ASSET MANAGEMENT: A PATHWAY TO ACHIEVE SOCIAL SUSTAINABILITY,2024,seguranca,social
REG_06712,INTEGRATING BIM INTO BUILT ASSET MANAGEMENT: A PATHWAY TO ACHIEVE SOCIAL SUSTAINABILITY,2024,conforto,social
REG_06712,INTEGRATING BIM INTO BUILT ASSET MANAGEMENT: A PATHWAY TO ACHIEVE SOCIAL SUSTAINABILITY,2024,informacao_dados,tecnica_operacional
REG_06929,Investigation of system optimization and control logic on a solar geothermal hybrid heat pump system based on integral effect test data,2023,custo,economica
REG_06929,Investigation of system optimization and control logic on a solar geothermal hybrid heat pump system based on integral effect test data,2023,energia,ambiental
REG_06929,Investigation of system optimization and control logic on a solar geothermal hybrid heat pump system based on integral effect test data,2023,desempenho_operacional,tecnica_operacional
REG_06929,Investigation of system optimization and control logic on a solar geothermal hybrid heat pump system based on integral effect test data,2023,informacao_dados,tecnica_operacional
REG_06996,A review and bibliometric analysis of utilizing building information modeling (BIM) on effective operation and maintenance (O&M),2023,condicao_fisica,tecnica_operacional
REG_06996,A review and bibliometric analysis of utilizing building information modeling (BIM) on effective operation and maintenance (O&M),2023,energia,ambiental
REG_06996,A review and bibliometric analysis of utilizing building information modeling (BIM) on effective operation and maintenance (O&M),2023,desempenho_operacional,tecnica_operacional
REG_06996,A review and bibliometric analysis of utilizing building information modeling (BIM) on effective operation and maintenance (O&M),2023,informacao_dados,tecnica_operacional
REG_07000,Using BIM to improve communication in sustainable building renovation,2023,emissoes_carbono,ambiental
REG_07000,Using BIM to improve communication in sustainable building renovation,2023,informacao_dados,tecnica_operacional
REG_07043,Net-Zero Energy Consumption Building in China: An Overview of Building-Integrated Photovoltaic Case and Initiative toward Sustainable Future Development,2023,custo,economica
REG_07043,Net-Zero Energy Consumption Building in China: An Overview of Building-Integrated Photovoltaic Case and Initiative toward Sustainable Future Development,2023,energia,ambiental
REG_07043,Net-Zero Energy Consumption Building in China: An Overview of Building-Integrated Photovoltaic Case and Initiative toward Sustainable Future Development,2023,desempenho_operacional,tecnica_operacional
REG_07043,Net-Zero Energy Consumption Building in China: An Overview of Building-Integrated Photovoltaic Case and Initiative toward Sustainable Future Development,2023,emissoes_carbono,ambiental
REG_07061,Development of a Campus Facility Management Operational Framework Using a Modified Delphi Method,2023,custo,economica
REG_07061,Development of a Campus Facility Management Operational Framework Using a Modified Delphi Method,2023,risco,tecnica_operacional
REG_07061,Development of a Campus Facility Management Operational Framework Using a Modified Delphi Method,2023,desempenho_operacional,tecnica_operacional
REG_07061,Development of a Campus Facility Management Operational Framework Using a Modified Delphi Method,2023,informacao_dados,tecnica_operacional
REG_07061,Development of a Campus Facility Management Operational Framework Using a Modified Delphi Method,2023,qualidade_servico,tecnica_operacional
REG_07171,Global trends of the research on COVID-19 risks effect in sustainable facility management fields: a bibliometric analysis,2023,risco,tecnica_operacional
REG_07171,Global trends of the research on COVID-19 risks effect in sustainable facility management fields: a bibliometric analysis,2023,informacao_dados,tecnica_operacional
REG_07192,Digital Twin framework for automated fault source detection and prediction for comfort performance evaluation of existing non-residential Norwegian buildings,2023,condicao_fisica,tecnica_operacional
REG_07192,Digital Twin framework for automated fault source detection and prediction for comfort performance evaluation of existing non-residential Norwegian buildings,2023,energia,ambiental
REG_07192,Digital Twin framework for automated fault source detection and prediction for comfort performance evaluation of existing non-residential Norwegian buildings,2023,conforto,social
REG_07192,Digital Twin framework for automated fault source detection and prediction for comfort performance evaluation of existing non-residential Norwegian buildings,2023,desempenho_operacional,tecnica_operacional
REG_07192,Digital Twin framework for automated fault source detection and prediction for comfort performance evaluation of existing non-residential Norwegian buildings,2023,satisfacao_usuario,social
REG_07192,Digital Twin framework for automated fault source detection and prediction for comfort performance evaluation of existing non-residential Norwegian buildings,2023,informacao_dados,tecnica_operacional
REG_07225,An Embedded Joint Management Body (JMB) in a Comprehensive Life Cycle Cost Analysis Planning Mode in Sustainable Building Project,2023,custo,economica
REG_07225,An Embedded Joint Management Body (JMB) in a Comprehensive Life Cycle Cost Analysis Planning Mode in Sustainable Building Project,2023,vida_util,tecnica_operacional
REG_07225,An Embedded Joint Management Body (JMB) in a Comprehensive Life Cycle Cost Analysis Planning Mode in Sustainable Building Project,2023,desempenho_operacional,tecnica_operacional
REG_07225,An Embedded Joint Management Body (JMB) in a Comprehensive Life Cycle Cost Analysis Planning Mode in Sustainable Building Project,2023,residuos,ambiental
REG_07225,An Embedded Joint Management Body (JMB) in a Comprehensive Life Cycle Cost Analysis Planning Mode in Sustainable Building Project,2023,informacao_dados,tecnica_operacional
REG_07228,Framework to evaluate quality performance of green building delivery: construction and operational stage,2023,energia,ambiental
REG_07228,Framework to evaluate quality performance of green building delivery: construction and operational stage,2023,conforto,social
REG_07228,Framework to evaluate quality performance of green building delivery: construction and operational stage,2023,desempenho_operacional,tecnica_operacional
REG_07228,Framework to evaluate quality performance of green building delivery: construction and operational stage,2023,agua,ambiental
REG_07228,Framework to evaluate quality performance of green building delivery: construction and operational stage,2023,qualidade_servico,tecnica_operacional
REG_07235,EXPERT VERIFICATION OF INFORMATION REQUIREMENTS FOR INTEGRATING BUILDING INFORMATION MODELLING WITH OPERATION AND MAINTENANCE,2023,custo,economica
REG_07235,EXPERT VERIFICATION OF INFORMATION REQUIREMENTS FOR INTEGRATING BUILDING INFORMATION MODELLING WITH OPERATION AND MAINTENANCE,2023,vida_util,tecnica_operacional
REG_07235,EXPERT VERIFICATION OF INFORMATION REQUIREMENTS FOR INTEGRATING BUILDING INFORMATION MODELLING WITH OPERATION AND MAINTENANCE,2023,desempenho_operacional,tecnica_operacional
REG_07235,EXPERT VERIFICATION OF INFORMATION REQUIREMENTS FOR INTEGRATING BUILDING INFORMATION MODELLING WITH OPERATION AND MAINTENANCE,2023,informacao_dados,tecnica_operacional
REG_07476,Enhancing building maintainability through early supplier involvement in the design process,2023,custo,economica
REG_07476,Enhancing building maintainability through early supplier involvement in the design process,2023,risco,tecnica_operacional
REG_07476,Enhancing building maintainability through early supplier involvement in the design process,2023,condicao_fisica,tecnica_operacional
REG_07476,Enhancing building maintainability through early supplier involvement in the design process,2023,desempenho_operacional,tecnica_operacional
REG_07476,Enhancing building maintainability through early supplier involvement in the design process,2023,satisfacao_usuario,social
REG_07476,Enhancing building maintainability through early supplier involvement in the design process,2023,informacao_dados,tecnica_operacional
REG_07476,Enhancing building maintainability through early supplier involvement in the design process,2023,manutenibilidade,tecnica_operacional
REG_08015,CIB - UTILITY BASED SYSTEMS FRAMEWORK FOR EXISTING RESIDENTIAL BUILDING,2022,custo,economica
REG_08015,CIB - UTILITY BASED SYSTEMS FRAMEWORK FOR EXISTING RESIDENTIAL BUILDING,2022,condicao_fisica,tecnica_operacional
REG_08015,CIB - UTILITY BASED SYSTEMS FRAMEWORK FOR EXISTING RESIDENTIAL BUILDING,2022,vida_util,tecnica_operacional
REG_08015,CIB - UTILITY BASED SYSTEMS FRAMEWORK FOR EXISTING RESIDENTIAL BUILDING,2022,desempenho_operacional,tecnica_operacional
REG_08015,CIB - UTILITY BASED SYSTEMS FRAMEWORK FOR EXISTING RESIDENTIAL BUILDING,2022,informacao_dados,tecnica_operacional
REG_08052,Stochastic maintenance models for ceramic claddings,2020,custo,economica
REG_08052,Stochastic maintenance models for ceramic claddings,2020,condicao_fisica,tecnica_operacional
REG_08052,Stochastic maintenance models for ceramic claddings,2020,vida_util,tecnica_operacional
REG_08052,Stochastic maintenance models for ceramic claddings,2020,desempenho_operacional,tecnica_operacional
REG_08052,Stochastic maintenance models for ceramic claddings,2020,manutenibilidade,tecnica_operacional
REG_08528,Building Institutional Resilience Through Sustainable Facility Management in South African Vocational Education,2025,custo,economica
REG_08528,Building Institutional Resilience Through Sustainable Facility Management in South African Vocational Education,2025,risco,tecnica_operacional
REG_08528,Building Institutional Resilience Through Sustainable Facility Management in South African Vocational Education,2025,desempenho_operacional,tecnica_operacional
REG_08528,Building Institutional Resilience Through Sustainable Facility Management in South African Vocational Education,2025,informacao_dados,tecnica_operacional
REG_09113,"Application of Multicriteria Decision-Making Methods to Determine the Appropriate Policy for Maintenance of Buildings in Karaj City, Iran",2023,condicao_fisica,tecnica_operacional
REG_09113,"Application of Multicriteria Decision-Making Methods to Determine the Appropriate Policy for Maintenance of Buildings in Karaj City, Iran",2023,seguranca,social
REG_09113,"Application of Multicriteria Decision-Making Methods to Determine the Appropriate Policy for Maintenance of Buildings in Karaj City, Iran",2023,desempenho_operacional,tecnica_operacional
REG_09127,Key Performance Indicators for Building Assessment. A case study on an R/C Building in Greece,2023,risco,tecnica_operacional
REG_09127,Key Performance Indicators for Building Assessment. A case study on an R/C Building in Greece,2023,seguranca,social
REG_09127,Key Performance Indicators for Building Assessment. A case study on an R/C Building in Greece,2023,vida_util,tecnica_operacional
REG_09127,Key Performance Indicators for Building Assessment. A case study on an R/C Building in Greece,2023,desempenho_operacional,tecnica_operacional
REG_09127,Key Performance Indicators for Building Assessment. A case study on an R/C Building in Greece,2023,informacao_dados,tecnica_operacional
REG_09169,"Prioritizing Heritage Building Maintenance: A Fuzzy Model Approach for Arc De Bera, Spain",2023,risco,tecnica_operacional
REG_09169,"Prioritizing Heritage Building Maintenance: A Fuzzy Model Approach for Arc De Bera, Spain",2023,condicao_fisica,tecnica_operacional
REG_09169,"Prioritizing Heritage Building Maintenance: A Fuzzy Model Approach for Arc De Bera, Spain",2023,vida_util,tecnica_operacional
REG_09169,"Prioritizing Heritage Building Maintenance: A Fuzzy Model Approach for Arc De Bera, Spain",2023,desempenho_operacional,tecnica_operacional
REG_09290,Stakeholders' perception of critical success factors for sustainable facilities management practice in universities in sub-Saharan Africa,2017,risco,tecnica_operacional
REG_09290,Stakeholders' perception of critical success factors for sustainable facilities management practice in universities in sub-Saharan Africa,2017,satisfacao_usuario,social
REG_09290,Stakeholders' perception of critical success factors for sustainable facilities management practice in universities in sub-Saharan Africa,2017,informacao_dados,tecnica_operacional
REG_09290,Stakeholders' perception of critical success factors for sustainable facilities management practice in universities in sub-Saharan Africa,2017,qualidade_servico,tecnica_operacional
REG_09503,Developing post occupancy evaluation sustainability assessment framework for retrofitting commercial office buildings: A proposal,2012,desempenho_operacional,tecnica_operacional
