doi,title,abstract,author,published,container_title,type,subject,is_referenced_by_count,url,publisher,language,database,string_id,query_bibliographic
10.1515/9781683924654-001,Preface,,,2020-2-13,"Artificial Intelligence, Machine Learning, and Deep Learning",book-chapter,,0,https://doi.org/10.1515/9781683924654-001,De Gruyter,,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1117/12.2619040,To fail or not to fail: an exploration of machine learning techniques for predictive maintenance,,Samuel Dixon; Timothy Doster; Tegan Emerson,2022-6-6,Artificial Intelligence and Machine Learning for Multi-Domain Operations Applications IV,proceedings-article,,3,https://doi.org/10.1117/12.2619040,SPIE,,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1515/9781683924654,"Artificial Intelligence, Machine Learning, and Deep Learning",,Oswald Campesato,2020-2-13,,edited-book,,72,https://doi.org/10.1515/9781683924654,De Gruyter,,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1016/b978-0-443-22001-2.00003-2,Use of machine learning/artificial intelligence in chemical sensors and biosensors,,Jeong-Yeol Yoon,2024,Machine Learning and Artificial Intelligence in Chemical and Biological Sensing,book-chapter,,4,https://doi.org/10.1016/b978-0-443-22001-2.00003-2,Elsevier,en,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.46632/daai/1/1/5,A Study on Artificial intelligence with Machine learning and Deep Learning Techniques,,,2021-12-1,Data Analytics and Artificial Intelligence,journal-article,,14,https://doi.org/10.46632/daai/1/1/5,REST Publisher,,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1515/9781683924654-fm,Frontmatter,,,2020-2-13,"Artificial Intelligence, Machine Learning, and Deep Learning",book-chapter,,0,https://doi.org/10.1515/9781683924654-fm,De Gruyter,,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1007/978-3-658-45392-3_1,Benefits of Machine Learning and Artificial Intelligence,,Bernd Heesen,2024,Artificial Intelligence and Machine Learning with R,book-chapter,,0,https://doi.org/10.1007/978-3-658-45392-3_1,Springer Fachmedien Wiesbaden,en,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1109/iccsai59793.2023.10421638,Integrating Big Data Analytics and Machine Learning for Predictive Maintenance within Industrial IoT Frameworks,,Ayush Gandhi,2023-11-23,"2023 International Conference on Communication, Security and Artificial Intelligence (ICCSAI)",proceedings-article,,6,https://doi.org/10.1109/iccsai59793.2023.10421638,IEEE,,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1109/fmlds63805.2024.00059,Advancing Predictive Maintenance Research Trends: Using Artificial Intelligence for Enhanced Industrial Reliability,,Shiyi Xie,2024-11-20,2024 IEEE International Conference on Future Machine Learning and Data Science (FMLDS),proceedings-article,,4,https://doi.org/10.1109/fmlds63805.2024.00059,IEEE,,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1515/9781683924654-toc,CONTENTS,,,2020-2-13,"Artificial Intelligence, Machine Learning, and Deep Learning",book-chapter,,0,https://doi.org/10.1515/9781683924654-toc,De Gruyter,,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1515/9781683924654-011,Index,,,2020-2-13,"Artificial Intelligence, Machine Learning, and Deep Learning",book-chapter,,0,https://doi.org/10.1515/9781683924654-011,De Gruyter,,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1002/9781394172092.ch2,Machine Learning in Urban Building Energy Modeling,,Narjes Abbasabadi; Mehdi Ashayeri,2024-4-30,Artificial Intelligence in Performance‐Driven Design,other,,3,https://doi.org/10.1002/9781394172092.ch2,Wiley,en,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1117/12.2663413,Artificial (military) intelligence: enabling decision dominance through machine learning,,Kyle P. Hanratty,2023-6-12,Artificial Intelligence and Machine Learning for Multi-Domain Operations Applications V,proceedings-article,,3,https://doi.org/10.1117/12.2663413,SPIE,,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.56472/iccsaiml25-119,Building Resilient and Secure Cloud Ecosystems with Integrated Technologies with AI,,Muniraju Hullurappa,2025-5-18,"International Conference on Computer Science, Artificial Intelligence, Machine Learning [ICCSAIML'25]",proceedings-article,,0,https://doi.org/10.56472/iccsaiml25-119,ScienceTech Xplore,,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.51483/ijaiml.4.2.2024.41-51,Contribution of Artificial Intelligence and Machine Learning in Development of Quantum Computing,,Manikanta Korrapati,2024-7-5,International Journal of Artificial Intelligence and Machine Learning,journal-article,,1,https://doi.org/10.51483/ijaiml.4.2.2024.41-51,SvedbergOpen,,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.51219/jaimld/aryyama-kumar-jana/151,Framework for Automated Machine Learning Workflows: Building End-to-End MLOps Tools for Scalable Systems on AWS,,Aryyama Kumar Jana,2023-9-30,"Journal of Artificial Intelligence, Machine Learning and Data Science",journal-article,,2,https://doi.org/10.51219/jaimld/aryyama-kumar-jana/151,United Research Forum,,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1109/mlbdbi67855.2025.11331573,Research on Virtual Maintenance Training and Assessment Methods Based on Artificial Intelligence and Machine Vision,,Xuedong Xue; Zihui Shi; Yang Wu; Guisen Du; Wei Liu; Wei Peng,2025-10-24,"2025 7th International Conference on Machine Learning, Big Data and Business Intelligence (MLBDBI)",proceedings-article,,0,https://doi.org/10.1109/mlbdbi67855.2025.11331573,IEEE,,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.4324/9781003615026-3,Foundations of Artificial Intelligence and Machine Learning in Cybersecurity,,Richard Gwashy Young,2025-10-31,Artificial Intelligence and Machine Learning in Cybersecurity,book-chapter,,0,https://doi.org/10.4324/9781003615026-3,Productivity Press,en,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1007/978-3-031-25456-7_1,Special issue on artificial intelligence/machine learning in travel,,B. Vinod,2023,Artificial Intelligence and Machine Learning in the Travel Industry,book-chapter,,0,https://doi.org/10.1007/978-3-031-25456-7_1,Springer Nature Switzerland,en,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1016/bs.adcom.2020.07.001,Introduction to hardware accelerator systems for artificial intelligence and machine learning,,,2021,Advances in Computers; Hardware Accelerator Systems for Artificial Intelligence and Machine Learning,book-chapter,,12,https://doi.org/10.1016/bs.adcom.2020.07.001,Elsevier,en,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1109/icaaic64647.2025.11330516,Building a Machine Learning Web Application for Seminal Quality Diagnosis,,Lare Adeola,2025-12-17,2025 4th International Conference on Applied Artificial Intelligence and Computing (ICAAIC),proceedings-article,,0,https://doi.org/10.1109/icaaic64647.2025.11330516,IEEE,,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1007/978-3-030-26622-6_22,Azure Machine Learning,,Ameet V Joshi,2020,Machine Learning and Artificial Intelligence,book-chapter,,12,https://doi.org/10.1007/978-3-030-26622-6_22,Springer International Publishing,en,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.70593/978-93-7185-365-1_5,Exploring the practical applications of artificial intelligence and machine learning,"<jats:p>Artificial intelligence (AI) has become an important area of research during the last few decades. Currently, AI concepts are introduced in industrial, academic, and even in day-to-day applications [1]. The main purpose of AI is to compute expected results based on previous results and associate a sense of logical reasoning to the past data. However, for beginners, the theory behind implementing AI techniques could be confusing and challenging. In addition to theoretical concepts, the implementation of algorithms in real life is also a significant area that creates a substantial interest in this field [2-3]. The area of MLOps – machine learning operations – transforms the model from theory to operations. MLOps enables the development of proper AI pipelines, which eventually aid in integrating AI models into a piece of functional software. The main objective of this article is to introduce the foundational techniques of AI and machine learning, followed by a focus on practical applications, ethical considerations in deploying AI, and use cases in different sectors.</jats:p>",Priyambada Swain,2025-8-6,"The Artificial Intelligence and Machine Learning Blueprint: Foundations, Frameworks, and Real-World Applications",book-chapter,,0,https://doi.org/10.70593/978-93-7185-365-1_5,Deep Science Publishing,,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.63282/3050-9262.ijaidsml-v1i4p102,Artificial Intelligence in Business Intelligence Systems: Leveraging Machine Learning for Predictive Analytics in Decision-Making,,Shi va,2020,"International Journal of Artificial Intelligence, Data Science, and Machine Learning",journal-article,,0,https://doi.org/10.63282/3050-9262.ijaidsml-v1i4p102,ScienceTech Xplore,,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1007/978-981-99-6472-7_6,"Applications of Artificial Intelligence and Machine Learning for Diagnosis, Prediction, and Smart Health Care",,Nishant Upadhyay; Anamika Gulati,2023,Artificial Intelligence and Machine Learning in Healthcare,book-chapter,,1,https://doi.org/10.1007/978-981-99-6472-7_6,Springer Nature Singapore,en,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1007/978-3-031-00119-2_7,"Integration of Artificial Intelligence, Machine Learning, and Deep Learning into Clinically Routine Molecular Imaging",,Geoffrey Currie; Eric Rohren,2022,Artificial Intelligence/Machine Learning in Nuclear Medicine and Hybrid Imaging,book-chapter,,0,https://doi.org/10.1007/978-3-031-00119-2_7,Springer International Publishing,en,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.33140/amlai.03.02.03,Blockchain Framework for Artificial Intelligence Computation,"<jats:p>Blockchain is an essentially distributed database recording all transactions or digital events among participating parties. Each transaction in the records is approved and verified by consensus of the participants in the system that requires solving a hard mathematical puzzle, which is known as proof-of-work. To make the approved records immutable, the mathematical puzzle is not trivial to solve and therefore consumes substantial computing resources. However, it is energy-wasteful to have many computational nodes installed in the blockchain competing to approve the records by just solving a meaningless puzzle. Here, we pose proof-of-work as a reinforcementlearning problem by modeling the blockchain growing as a Markov decision process, in which a learning agent makes an optimal decision over the environment’s state, whereas a new block is added and verified. Specifically, we design the block verification and consensus mechanism as a deep reinforcement-learning iteration process. As a result, our method utilizes the determination of state transition and the randomness of action selection of a Markov decision process, as well as the computational complexity of a deep neural network, collectively to make the blocks not easy to recompute and to preserve the order of transactions, while the blockchain nodes are exploited to train the same deep neural network with different data samples (state-action pairs) in parallel, allowing the model to experience multiple episodes across computing nodes but at one time. Our method is used to design the next generation of public blockchain networks, which has the potential not only to spare computational resources for industrial applications but also to encourage data sharing and AI model design for common problems.</jats:p>",,2022-4-19,Advances in Machine Learning &amp; Artificial Intelligence,journal-article,,0,https://doi.org/10.33140/amlai.03.02.03,Opast Group LLC,,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1016/c2019-0-04909-6,Artificial Intelligence and Machine Learning in Healthcare,,,2026,,edited-book,,0,https://doi.org/10.1016/c2019-0-04909-6,Elsevier,en,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.21275/sr25605122605,Artificial Intelligence and Machine Learning in Maritime Shipping,,Mohanraju Muppala,2025-6-9,International Journal of Science and Research (IJSR),journal-article,,30,https://doi.org/10.21275/sr25605122605,International Journal of Science and Research,,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1109/ai4i46381.2019.00017,From Descriptive to Predictive Six Sigma: Machine Learning for Predictive Maintenance,,Franziska Schafer; Erik Schwulera; Heiner Otten; Jorg Franke,2019-9,2019 Second International Conference on Artificial Intelligence for Industries (AI4I),proceedings-article,,11,https://doi.org/10.1109/ai4i46381.2019.00017,IEEE,,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1515/9783110664454-006,Chapter 6 Building Maintenance,,Tom James; Aditya Kumar,2021-8-9,Blockchain and Artificial Intelligence,book-chapter,,0,https://doi.org/10.1515/9783110664454-006,De Gruyter,,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1201/9781003279532-6,Safety and maintenance with AI and ML,,Manan Shah; Ameya Kshirsagar; Jainam Panchal,2022-7-8,Applications of Artificial Intelligence (AI) and Machine Learning (ML) in the Petroleum Industry,book-chapter,,2,https://doi.org/10.1201/9781003279532-6,CRC Press,en,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1016/b978-0-443-28911-8.00003-2,Advancing mining maintenance: integrating machine learning for proactive corrosion management,,Jacques Lepage; Kaveh Ghouchani; Javad Mohammadpour; Fatemeh Salehi; Rouzbeh Abbassi,2025,Artificial Intelligence in Future Mining,book-chapter,,0,https://doi.org/10.1016/b978-0-443-28911-8.00003-2,Elsevier,en,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1093/oso/9780198828044.003.0011,"Artificial intelligence, the brain, and our society","<p>The concluding chapter is a brief venture into a more general discussion of machine learning, how it relates to artificial intelligence (AI), and the recent impact of this on society. It starts by discussing the relations of machine learning models in relation to the brain and human intelligence. The discussion then moves to the relation between machine learning and AI. While they are now often equated, it is useful to highlight some possible sources of misconceptions. It closes with some brief thought on the impact of machine learning technology our society.</p>",Thomas P. Trappenberg,2019-11-28,Fundamentals of Machine Learning,book-chapter,,1,https://doi.org/10.1093/oso/9780198828044.003.0011,Oxford University Press,en,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.70593/978-81-981271-8-1_1,"Artificial intelligence, machine learning, and deep learning technologies as catalysts for industry 4.0, 5.0, and society 5.0","<jats:p>Industry 4.0 brought with it by the next-gen Industry 5.0 and Society 5.0 paradigms, catalysed by Artificial Intelligence (AI), Machine Learning (ML), and Deep Learning (DL) technologies. These advances have the benefit of encouraging sustainability, improving output, and updating manufacturing. By enabling self-decision, continuous monitoring, and predictive maintenance with the processing of large data, AI is dramatically reducing downtime and associated costs of system downtime. As a result, ML algorithms, in light of their applicability for continuous learning and adaptation, have contributed to enriching product quality, streamlining supply networks and okaying personalized customer experiences. Neural networks are also being leveraged to improve computer vision and speech capabilities, for applications such as smart automation and human-robot cooperation in challenging industrial contexts. Industry 5.0 truly puts humans back at the centre of innovation. It is aimed to create an evolved society in which AI, ML, and DL are fused with the digital and physical world Society 5.0. The integration aims to address a plethora of societal challenges: environmental sustainability, health and ageing population, among others. It is a convergence of these said technologies that lead to a paradigm shift towards more resilient, adaptive, and sustainable industrial ecosystems. This paper aims to address these questions in a systematic way to offer a comprehensive view of what the future industrial landscape could look like leveraging the promise of Industry 4.0 and Industry 5.0 thus, and more opportunities to embrace intelligent and sustainable industries of tomorrow.</jats:p>",Nitin Liladhar Rane; Ömer Kaya; Jayesh Rane,2024-10-14,"Artificial Intelligence, Machine Learning, and Deep Learning for Sustainable Industry 5.0",book-chapter,,8,https://doi.org/10.70593/978-81-981271-8-1_1,Deep Science Publishing,,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1002/9781394275076.ch5,Applications of Artificial Intelligence and Machine Learning in Industry 4.0,,Tina Babu; Rekha R. Nair; S. Kishore,2025-6-23,Artificial Intelligence and Machine Learning for Industry 4.0,other,,8,https://doi.org/10.1002/9781394275076.ch5,Wiley,en,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1017/s0890060426100249,Predictive maintenance in aircraft engine maintenance using the C-MAPSS dataset: performance comparison and evaluation of machine learning classification algorithms,"<jats:title>Abstract</jats:title>
                  <jats:p>
                    This study assesses classification-based predictive maintenance (PdM) for aircraft engines on the NASA Commercial Modular Aero-Propulsion System Simulation dataset and addresses the lack of wide-scope, unified benchmarks. PdM is cast as a short-term
                    <jats:bold>binary</jats:bold>
                    task – predicting whether an engine will fail within the
                    <jats:bold>next 30 cycles</jats:bold>
                    – and a comparison is conducted across
                    <jats:bold>10</jats:bold>
                    machine-learning models (Logistic Regression, Decision Tree, Random Forest, Support Vector Machine, k-Nearest Neighbor, Naïve Bayes, Extreme Gradient Boosting, LightGBM, CatBoost, and Gradient Boosting) and
                    <jats:bold>3</jats:bold>
                    deep-learning models (Multilayer Perceptron, Gated Recurrent Unit, and Long Short-Term Memory). A leakage-aware pipeline applies Min–Max scaling; class imbalance is handled with Synthetic Minority Over-sampling Technique where appropriate; hyperparameters are tuned via GridSearchCV/BayesSearchCV; and performance is reported with accuracy, precision, recall, F1-score, and receiver operating characteristic–area under the curve (ROC–AUC), complemented by Shapley Additive Explanations (SHAP) explainability and nonparametric significance tests. Sequence models delivered the strongest performance:
                    <jats:bold>LSTM</jats:bold>
                    achieved
                    <jats:bold>Accuracy = 0.981</jats:bold>
                    (Macro-F1 = 0.92; ROC–AUC = 0.96), and
                    <jats:bold>GRU</jats:bold>
                    achieved
                    <jats:bold>ROC–AUC = 0.97</jats:bold>
                    with
                    <jats:bold>Accuracy = 0.975</jats:bold>
                    . Among classical learners,
                    <jats:bold>LightGBM</jats:bold>
                    reached
                    <jats:bold>Accuracy = 0.972</jats:bold>
                    (Macro-F1 = 0.86; ROC–AUC = 0.93). These gains over weaker baselines were
                    <jats:bold>statistically significant</jats:bold>
                    across folds. Framing PdM as near-term failure classification yields operationally interpretable alerts. Models that explicitly capture temporal dependencies (GRU/LSTM) best track short-horizon failure dynamics, while gradient-boosted trees offer competitive, lightweight alternatives. The benchmark and analysis (including SHAP) provide a reproducible reference for model selection in aviation PdM.
                  </jats:p>",Hikmetcan Özcan,2026,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing",journal-article,,0,https://doi.org/10.1017/s0890060426100249,Cambridge University Press (CUP),en,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.70593/978-81-981271-8-1_3,"Artificial intelligence, machine learning, and deep learning for enhancing resilience in industry 4.0, 5.0, and society 5.0","<jats:p>Industry 4.0, 5.0, as well as Society 5.0, is a period of the new era’s revolutions when artificial intelligence (AI), machine learning (ML), and deep learning (DL) become the tools of improving and ensuring resilience in different spheres. The current research focuses on the operation, urban, psychological, cyber, supply chain, and social resilience. Resilience is a powerful tool in the modern context, and AI-based systems help to build capacities and reduce negative impacts. Operational and production resilience can be achieved with the help of ML systems designed for predictive maintenance and anomaly detection. These tools allow reducing downtime, estimating changes properly, and making timely decisions to optimize the production process and increase the level of productivity. At the same time, cybersecurity applications become more sophisticated with the introduction of advanced ML technologies. In the context of supply chain resilience, AI and ML become essential parts of predictive analytics which enables to anticipate possible disruptions, manage logistics, and optimize quantities and loci of needed items. Smart manufacturing systems with AI make production processes more adaptive and flexible, which is crucial in the situation of current challenges. Society 5.0 cannot exist without social resilience, and it is realized with the help of AI, for example, in managing strategies aimed at disaster management, healthcare, or designing cities. Real-time data analytics and innovative intelligent systems can be developed with the help of AI even in those spheres where human intervention has always been considered crucial. In addition, DL helps to design autonomous systems that are crucial for increasing resilience in transportation and logistics processes.</jats:p>",Nitin Liladhar Rane; Ömer Kaya; Jayesh Rane,2024-10-14,"Artificial Intelligence, Machine Learning, and Deep Learning for Sustainable Industry 5.0",book-chapter,,1,https://doi.org/10.70593/978-81-981271-8-1_3,Deep Science Publishing,,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.11591/ijai.v9.i3.pp379-386,Machine learning building price prediction with green building determinant,"<jats:p>In the era of Industrial 4.0, many urgent issues in the industries can be effectively solved with artificial intelligence techniques, including machine learning. Designing an effective machine learning model for prediction and classification problems is an ongoing endeavor. Besides that, time and expertise are important factors that are needed to tailor the model to a specific issue, such as the green building housing issue. Green building is known as a potential approach to increase the efficiency of the building. To the best of our knowledge, there is still no implementation of machine learning model on GB valuation factors for building price prediction compared to conventional building development. This paper provides a report of an empirical study that model building price prediction based on green building and other common determinants. The experiments used five common machine learning algorithms namely Linear Regression, Decision Tree, Random Forest, Ridge and Lasso tested on a set of real building datasets that covered Kuala Lumpur District, Malaysia. The result showed that the Random Forest algorithm outperforms the other four algorithms on the tested dataset and the green building determinant has contributed some promising effects to the model.</jats:p>",Thuraiya Mohd; Syafiqah Jamil; Suraya Masrom,2020-9-1,IAES International Journal of Artificial Intelligence (IJ-AI),journal-article,,18,https://doi.org/10.11591/ijai.v9.i3.pp379-386,Institute of Advanced Engineering and Science,,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.23880/nnoa-16000201,Artificial Intelligence and Machine Learning Approach towards COVID-19,,Murthy Chavali,2020,Nanomedicine &amp; Nanotechnology Open Access,journal-article,,1,https://doi.org/10.23880/nnoa-16000201,Medwin Publishers,,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1016/b978-0-443-22001-2.00014-7,Artificial intelligence/machine learning tools for single molecule data analysis in biomedicine,,Lili Zhang; Sanping Li,2024,Machine Learning and Artificial Intelligence in Chemical and Biological Sensing,book-chapter,,1,https://doi.org/10.1016/b978-0-443-22001-2.00014-7,Elsevier,en,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.35940/ijitee.b9783.13020124,Computer Vision Integrated Website,"<jats:p>Computer vision is an integral part of artificial intelligence that empowers machines to perceive the world similar to human vision. Despite its extensive evolution, widespread awareness of its potential remains limited. The goal of the ""Computer Vision Integrated Website"" paper is to enhance awareness and exhibit the capabilities of computer vision. By creating an accessible platform featuring various computer vision models, authors aim to captivate audiences and drive growth in the field. The paper seeks to illustrate how computers interpret visual information by integrating user-friendly computer vision models into a website. Through practical demonstrations like emotion detection and pose estimation, authors intend to showcase the potential of computer vision in everyday scenarios. Ultimately, authors strive to narrow the knowledge gap between technical advancements in computer vision and public understanding, fostering curiosity and encouraging broader interest in the technology.</jats:p>",; C S S Krishna Kaushik; Prathit Panda; ; P S S Asrith; ; M Patrick Rozario; ; Prof. Ayain John; ,2024-1-30,International Journal of Innovative Technology and Exploring Engineering,journal-article,,2,https://doi.org/10.35940/ijitee.b9783.13020124,Blue Eyes Intelligence Engineering and Sciences Engineering and Sciences Publication - BEIESP,,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1007/978-3-031-12282-8_4,Implementing Machine Learning Algorithms,,Ameet V. Joshi,2023,Machine Learning and Artificial Intelligence,book-chapter,,1,https://doi.org/10.1007/978-3-031-12282-8_4,Springer International Publishing,en,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1201/9781003581246-3,Artificial intelligence as a tool for building more resilient cities in the climate change era,,Mahdi Suleimany; Mohammad Riahi Se Gonbad; Sara Naghibizadeh; Sahar Dehghan Niri,2024-12-19,Artificial Intelligence and Machine Learning Applications for Sustainable Development,book-chapter,,8,https://doi.org/10.1201/9781003581246-3,CRC Press,en,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1088/978-0-7503-3339-9ch2,Artificial intelligence and machine learning,,Omid Nohadani,2022-12-1,Artificial Intelligence in Radiation Therapy,book-chapter,,0,https://doi.org/10.1088/978-0-7503-3339-9ch2,IOP Publishing,,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1016/b978-0-443-21889-7.00006-3,Role of artificial intelligence and machine learning in women’s health,,Sapna Rawat; Poonam Joshi; Gulafshan Praveen; Jyoti Saxena,2024,Artificial Intelligence and Machine Learning for Women’s Health Issues,book-chapter,,3,https://doi.org/10.1016/b978-0-443-21889-7.00006-3,Elsevier,en,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1002/bapi.202300020,Machine Learning and Artificial Intelligence in Building Physics Education,"<jats:title>Abstract</jats:title><jats:p>This series presents articles on the use of computer programmes in university teaching of building physics and building technology for architects and civil engineers. This contribution highlights the utilization of machine learning and artificial intelligence (AI) in building physics education, drawing upon the expertise of the Energy Design department. The research conducted within the department encompasses the development of custom‐made digital tools, prototyping, and integration of sensors into energy concepts and the implementation of these concepts into building elements. It shows how the latest developments and the good availability and accessibility of algorithms and computing power have been used to train architects and how AI can be used to support the skills of the research and teaching team to create programs highly adapted to specific problems.</jats:p>",Bernhard Sommer; Galo Moncayo,2023-12,Bauphysik,journal-article,,0,https://doi.org/10.1002/bapi.202300020,Wiley,en,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.7249/rra2318-2,Artificial Intelligence and Machine Learning for Space Domain Awareness: The Development of Two Artificial Intelligence Case Studies,,,2024,,edited-book,,1,https://doi.org/10.7249/rra2318-2,RAND Corporation,en,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1201/9781003250357-10,"Artificial Intelligence, Machine Learning and Smartphone-Internet of Things (S-IoT) for Advanced Student Network and Learning",,Santosh R. Gaikwad,2022-8-15,"Artificial Intelligence, Machine Learning and Blockchain in Quantum Satellite, Drone and Network",book-chapter,,0,https://doi.org/10.1201/9781003250357-10,CRC Press,en,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.4018/ijaiml.2019010101,Generating an Artificial Nest Building Pufferfish in a Cellular Automaton Through Behavior Decomposition,"<jats:p>A species of pufferfish builds fascinating circular nests on the sea floor to attract mates. This project simulates the nest building behavior in a cellular automaton using the morphognosis model. The model features hierarchical spatial and temporal contexts that output motor responses from sensory inputs. By considering the biological neural network of the pufferfish as a black box, and decomposing only its external behavior, an artificial counterpart can be generated. In this way a complex biological system producing a behavior can be filtered into a system containing only functions that are essential to reproduce the behavior. The derived system not only has intrinsic value as an artificial entity but also might help to ascertain how the biological system produces the behavior.</jats:p>",Thomas E. Portegys,2019-1,International Journal of Artificial Intelligence and Machine Learning,journal-article,,2,https://doi.org/10.4018/ijaiml.2019010101,IGI Global Scientific Publishing,en,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1093/med/9780190665395.003.0006,Artificial Intelligence and Machine Learning in Radiology,"<p>This final chapter, which assumes no prior reader knowledge of the topic, reviews the promise of artificial intelligence (AI), especially machine learning and deep learning in radiology. We initially discuss key concepts in the field of AI and gain a broad overview of the field and its potential, as well as the impact it is having on multiple areas of human endeavor. Subsequently, we focus on current and projected aspects of AI as applied to diagnostic radiology, specifically on how AI might provide an avenue for error prevention and remediation in radiology. The possible impact of AI in changing the radiologist’s role and basic job description is also considered.</p>",Michael A. Bruno,2019-2,Error and Uncertainty in Diagnostic Radiology,book-chapter,,0,https://doi.org/10.1093/med/9780190665395.003.0006,Oxford University Press,en,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.4324/9781003615026-12,Conclusion: Leveraging Artificial Intelligence and Machine Learning to Improve Cybersecurity Protocols,,Richard Gwashy Young,2025-10-31,Artificial Intelligence and Machine Learning in Cybersecurity,book-chapter,,0,https://doi.org/10.4324/9781003615026-12,Productivity Press,en,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1016/b978-0-323-99136-0.00007-6,Artificial intelligence in liver cancer,,Masaya Sato,2023,"Artificial Intelligence, Machine Learning, and Deep Learning in Precision Medicine in Liver Diseases",book-chapter,,2,https://doi.org/10.1016/b978-0-323-99136-0.00007-6,Elsevier,en,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.2345/9781570208386.ch1,Guidance on the Application of ISO 14971 to Artificial Intelligence and Machine Learning,,,2021-7,AAMI/CR34971:2022; Guidance on the Application of ISO 14971 to Artificial Intelligence and Machine Learning,book-chapter,,0,https://doi.org/10.2345/9781570208386.ch1,AAMI,en,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1201/9780367821654-4,Artificial Intelligence Security Threats,,Ryan Suter,2019-11-22,Artificial Intelligence and Machine Learning for Business for Non-Engineers,book-chapter,,0,https://doi.org/10.1201/9780367821654-4,CRC Press,en,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
10.1201/9780367821654-6,Artificial Intelligence in Marketing,,Joe Ciuffo,2019-11-22,Artificial Intelligence and Machine Learning for Business for Non-Engineers,book-chapter,,5,https://doi.org/10.1201/9780367821654-6,CRC Press,en,Crossref,crossref_ia_01,building maintenance artificial intelligence machine learning
