id_unico,criterio_agrupamento,n_registros_agrupados,bases_origem,strings_origem,titulos_originais,ids_brutos_agrupados
REG_02115,titulo_normalizado,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Measures for maintaining low energy use in commercial buildings over their life-cycle,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02120|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00878
REG_02118,doi_e_titulo,4,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_01|wos_nucleo_04,Green maintenance for historic masonry buildings: an emerging concept,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02123|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00879|WOS::WOS_NUCLEO_01_20260708_part01.ris::00075|WOS::WOS_NUCLEO_04_20260708_part01.ris::00252
REG_02122,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,Sustainability Criteria for Industrialised Building Systems (IBS) in Malaysia || Sustainability criteria for Industrialised Building Systems (IBS) in Malaysia,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02127|WOS::WOS_NUCLEO_01_20260708_part01.ris::00463
REG_02134,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,Basic Principles for Sustainable Participatory Irrigation Management || Basic principles for sustainable participatory irrigation management,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02139|WOS::WOS_NUCLEO_01_20260708_part01.ris::00498
REG_02140,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_04,Sustainable workplaces and building user comfort and satisfaction,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02145|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00880|WOS::WOS_NUCLEO_04_20260708_part01.ris::00472
REG_02146,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_02,Evolution of a campus sustainability network: A case study in organizational change || Evolution of a campus sustainability network: a case study in organizational change,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02151|WOS::WOS_NUCLEO_02_20260708_part01.ris::00315
REG_02150,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,"Building information modeling and simulation for the mechanical, electrical, and plumbing systems",SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02155|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00881
REG_02161,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a3_priorizacao_estrategia_manutencao,Study on in-service bridge LCC decision model based on maintenance management system,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02166|SCOPUS::scopus_nucleo_a3_priorizacao_estrategia_manutencao_raw.csv::00491
REG_02169,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_04,Sustainable Earthen and Straw Bale Construction in North American Buildings: Codes and Practice || Sustainable earthen and straw bale construction in north american buildings: Codes and practice,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02174|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00882|WOS::WOS_NUCLEO_04_20260708_part01.ris::00253
REG_02172,doi_e_titulo,5,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a2_contexto_publico_universitario|wos_nucleo_01|wos_nucleo_02|wos_nucleo_04,SELECTION OF FACADE'S ALTERNATIVES OF COMMERCIAL AND PUBLIC BUILDINGS BASED ON MULTIPLE CRITERIA || Selection of Facade's Alternatives of Commercial and Public Buildings Based on Multiple Criteria,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02177|SCOPUS::scopus_nucleo_a2_contexto_publico_universitario_raw.csv::00414|WOS::WOS_NUCLEO_01_20260708_part01.ris::00187|WOS::WOS_NUCLEO_02_20260708_part01.ris::00062|WOS::WOS_NUCLEO_04_20260708_part01.ris::00196
REG_02173,doi,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_04,"Analysis of chemicals and energy consumption in water and wastewater treatment, as cost components: Case study of Oslo, Norway || Case study: Analysis of chemicals and energy consumption in water and wastewater treatment, as cost components: Case study of Oslo, Norway",SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02178|WOS::WOS_NUCLEO_04_20260708_part01.ris::00429
REG_02175,titulo_normalizado,3,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a2_contexto_publico_universitario|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Building user manual: A vital component of the Malaysian green building index,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02180|SCOPUS::scopus_nucleo_a2_contexto_publico_universitario_raw.csv::00415|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00883
REG_02176,titulo_normalizado,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a3_priorizacao_estrategia_manutencao,Performance measurement for maintenance management of real estate,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02181|SCOPUS::scopus_nucleo_a3_priorizacao_estrategia_manutencao_raw.csv::00492
REG_02184,titulo_normalizado,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Decision support model for building renovation strategies,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02189|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00884
REG_02191,titulo_normalizado,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Spotlight on: Concrete asset management,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02196|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00885
REG_02193,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_04,"Cost-Estimating Tools for Low-Impact Development Best Management Practices: Challenges, Limitations, and Implications",SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02198|WOS::WOS_NUCLEO_04_20260708_part01.ris::00355
REG_02199,titulo_normalizado,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a3_priorizacao_estrategia_manutencao,On the use of open bim and 4D visualisation in a predictive life cycle management system for construction works,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02204|SCOPUS::scopus_nucleo_a3_priorizacao_estrategia_manutencao_raw.csv::00493
REG_02201,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,A Review of Decision Support Models for Offshore Wind Farms with an Emphasis on Operation and Maintenance Strategies || A review of decision support models for offshore wind farms with an emphasis on operation and maintenance strategies,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02206|WOS::WOS_NUCLEO_01_20260708_part01.ris::00084
REG_02204,doi_e_titulo,4,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_01|wos_nucleo_04,Sustainable carbon neutral building design: New simulation tools for teaching green buildings || Sustainable carbon neutral building design: new simulation tools for teaching green buildings,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02209|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00891|WOS::WOS_NUCLEO_01_20260708_part01.ris::00015|WOS::WOS_NUCLEO_04_20260708_part01.ris::00358
REG_02207,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_04,Health Outcomes and Green Renovation of Affordable Housing || Health outcomes and green renovation of affordable housing,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02212|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00894|WOS::WOS_NUCLEO_04_20260708_part01.ris::00424
REG_02208,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Impact of new European facility management standards on building cost structures,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02213|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00887
REG_02211,titulo_normalizado,3,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a2_contexto_publico_universitario|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Exploring the potential of the O&M manual as the designers' tool for solving maintenance problems of public buildings in Nigeria,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02216|SCOPUS::scopus_nucleo_a2_contexto_publico_universitario_raw.csv::00417|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00888
REG_02212,doi_e_titulo,3,Crossref|Scopus|WoS,crossref_nucleo_a2|scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,An analytical method to evaluate facility management services for residential buildings,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02217|CROSSREF::crossref_nucleo_a2_raw.csv::00056|WOS::WOS_NUCLEO_01_20260708_part01.ris::00335
REG_02216,titulo_normalizado,4,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_01|wos_nucleo_04,"LIFE-CYCLE ANALYSIS OF A SUSTAINABLE BUILDING, APLYING MULTI-CRITERIA DECISION MAKING METHOD || Life-cycle analysis of a sustainable building, aplying multi-criteria decision making method",SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02221|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00889|WOS::WOS_NUCLEO_01_20260708_part01.ris::00042|WOS::WOS_NUCLEO_04_20260708_part01.ris::00173
REG_02220,titulo_normalizado,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Guidelines for decision-makers with regard to high-speed rail track and infrastructure,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02225|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00890
REG_02228,titulo_normalizado,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Site selection and project planning resulting in sustainable buildings,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02233|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00892
REG_02233,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Façade cleaning process analysis and evaluation for the development of an intelligent robotic system for high-rise building maintenance,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02238|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00893
REG_02251,titulo_normalizado,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,"Sustainable construction materials: Current construction practices, concerns and limitations",SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02256|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00896
REG_02254,doi_e_titulo,4,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_01|wos_nucleo_04,RESEARCH ON ASSESSMENT METHOD OF GREEN BUILDINGS IN CHINA || Research on assessment method of green buildings in China,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02259|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00897|WOS::WOS_NUCLEO_01_20260708_part01.ris::00000|WOS::WOS_NUCLEO_04_20260708_part01.ris::00333
REG_02288,titulo_normalizado,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a3_priorizacao_estrategia_manutencao,The development of a Condition Survey Protocol (CSP) 1 Matrix for visual building inspection,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02293|SCOPUS::scopus_nucleo_a3_priorizacao_estrategia_manutencao_raw.csv::00500
REG_02290,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Pipeline rehabilitation systems for service life extension,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02295|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00898
REG_02294,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_04,LCA-based environmental assessment of the use and maintenance of heating and ventilation systems in Dutch dwellings,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02299|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00899|WOS::WOS_NUCLEO_04_20260708_part01.ris::00125
REG_02306,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Life cycle cost analysis and real option theory for improved sustainability in existing buildings,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02311|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00900
REG_02319,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_04,Inadequate documentation in published life cycle energy reports on buildings,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02324|WOS::WOS_NUCLEO_04_20260708_part01.ris::00121
REG_02320,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a2_contexto_publico_universitario,Retail shopping centre recycling initiatives,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02325|SCOPUS::scopus_nucleo_a2_contexto_publico_universitario_raw.csv::00423
REG_02334,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,Study on Facility System Control of Integrated Traffic Terminal with Public Security as Priority || Study on facility system control of integrated traffic terminal with public security as priority,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02339|WOS::WOS_NUCLEO_01_20260708_part01.ris::00308
REG_02337,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_04,Asset Management for Urban Wastewater Pipeline Networks || Asset management for urban wastewater pipeline networks,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02342|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00901|WOS::WOS_NUCLEO_04_20260708_part01.ris::00298
REG_02338,doi_e_titulo,2,Crossref|Scopus,crossref_nucleo_a2|scopus_nucleo_a1_manutencao_sustentabilidade,Environmental Sustainability in Sport Facility Management: A Delphi Study || Environmental sustainability in sport facility management: A Delphi study,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02343|CROSSREF::crossref_nucleo_a2_raw.csv::00103
REG_02340,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,Development of a life cycle cost estimate system for structures of light rail transit infrastructure,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02345|WOS::WOS_NUCLEO_01_20260708_part01.ris::00355
REG_02345,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Operation and maintenance budgeting for commercial buildings in Hong Kong,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02350|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00902
REG_02357,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_04,Life cycle primary energy use and carbon emission of an eight-storey wood-framed apartment building,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02362|WOS::WOS_NUCLEO_04_20260708_part01.ris::00042
REG_02366,titulo_normalizado,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_01,BUILDING MAINTENANCE AND RENOVATION || Building maintenance and renovation,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02371|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00903|WOS::WOS_NUCLEO_01_20260708_part01.ris::00264
REG_02369,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,"The management of sharing, integrating, tracking, and maintaining data-sets, is a new and rather complex task",SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02374|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00906
REG_02370,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,The evaluation of LCCO2 basic unit of 2 MW domestic wind turbines,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02375|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00905
REG_02373,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_04,Photovoltaic systems: A cost competitive option to supply energy to off-grid agricultural communities in arid regions,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02378|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00904|WOS::WOS_NUCLEO_04_20260708_part01.ris::00360
REG_02383,doi_e_titulo,3,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a2_contexto_publico_universitario|scopus_nucleo_a3_priorizacao_estrategia_manutencao,Application of back-propagation artificial neural network to predict maintenance costs and budget for University buildings,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02388|SCOPUS::scopus_nucleo_a2_contexto_publico_universitario_raw.csv::00426|SCOPUS::scopus_nucleo_a3_priorizacao_estrategia_manutencao_raw.csv::00507
REG_02385,titulo_normalizado,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_04,EDUCATION AND TRAINING IN THE FIELD OF SUSTAINABLE BUILDING DESIGN || Education and training in the field of sustainable building design,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02390|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00907|WOS::WOS_NUCLEO_04_20260708_part01.ris::00386
REG_02388,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Towards a Process warehouse based energy building information model,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02393|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00908
REG_02390,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a2_contexto_publico_universitario|wos_nucleo_02,Building operation and maintenance: Education needs in Hong Kong || Building operation and maintenance: education needs in Hong Kong,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02395|SCOPUS::scopus_nucleo_a2_contexto_publico_universitario_raw.csv::00424|WOS::WOS_NUCLEO_02_20260708_part01.ris::00223
REG_02391,titulo_normalizado,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a2_contexto_publico_universitario|wos_nucleo_02,BIM FOR GEO-ANALYSIS (BIM4GEOA): SET UP OF 3D INFORMATION SYSTEM WITH OPEN SOURCE SOFTWARE AND OPEN SPECIFICATION (OS). || Bim for geo-analysis (BIM4GEOA): Set up of 3D information system with open source software and open specification (OS),SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02396|SCOPUS::scopus_nucleo_a2_contexto_publico_universitario_raw.csv::00428|WOS::WOS_NUCLEO_02_20260708_part01.ris::00269
REG_02416,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,Inventory proposal for gravity-based support structures in offshore wind farms,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02421|WOS::WOS_NUCLEO_01_20260708_part01.ris::00462
REG_02421,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a3_priorizacao_estrategia_manutencao,Innovative Optimization Model for Planning Upgrade and Maintenance Interventions for Buildings,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02426|SCOPUS::scopus_nucleo_a3_priorizacao_estrategia_manutencao_raw.csv::00232
REG_02422,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Life Cycle Assessment of Advanced Building Components towards NZEBs,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02427|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00412
REG_02427,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_04,The resiliency of photovoltaic applied fuelling station in Malaysia: A dynamic urban emission displacement assessment,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02432|WOS::WOS_NUCLEO_04_20260708_part01.ris::00067
REG_02431,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,Application of analytical-network-process (ANP) for evaluation of key-performance-indicators (KPI) for application of blockchain technology in infrastructure projects,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02436|WOS::WOS_NUCLEO_01_20260708_part01.ris::00041
REG_02434,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,Testing of a Multiple Criteria Assessment Tool for Healthcare Facilities Quality and Sustainability: The Case of German Hospitals,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02439|WOS::WOS_NUCLEO_01_20260708_part01.ris::00523
REG_02445,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,A multicriteria analysis of groundwater development pathways in three river basins in Sub-Saharan Africa,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02450|WOS::WOS_NUCLEO_01_20260708_part01.ris::00227
REG_02452,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_04,Towards sustainable commercial buildings: an analysis of operation and maintenance (O&M) costs in Sri Lanka,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02457|WOS::WOS_NUCLEO_04_20260708_part01.ris::00330
REG_02454,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,An integrated lean production-sustainability framework for evaluation and improvement of the performance of pharmaceutical factory,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02459|WOS::WOS_NUCLEO_01_20260708_part01.ris::00181
REG_02460,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,Ensuring the Safety of Buildings by Reducing the Noise Impact through the Use of Green Wall Systems,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02465|WOS::WOS_NUCLEO_01_20260708_part01.ris::00017
REG_02467,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,Intelligent Campus System Design Based on Digital Twin,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02472|WOS::WOS_NUCLEO_01_20260708_part01.ris::00362
REG_02479,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_04,"Sustainability appraisal of arsenic mitigation policy innovations in West Bengal, India",SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02484|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00413|WOS::WOS_NUCLEO_04_20260708_part01.ris::00392
REG_02481,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,Assessing decarbonisation pathways in the food and beverage sector: A multi-criteria decision analysis approach,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02486|WOS::WOS_NUCLEO_01_20260708_part01.ris::00051
REG_02482,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,BUILDING DIGITAL TWINS FOR SMART CITIES: A CASE STUDY IN GREECE || Building Digital Twins for Smart Cities: A Case Study in Greece,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02487|WOS::WOS_NUCLEO_01_20260708_part01.ris::00326
REG_02486,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_04,Green building performance assessment in China using a cloud model,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02491|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00416|WOS::WOS_NUCLEO_04_20260708_part01.ris::00482
REG_02487,doi_e_titulo,2,Crossref|Scopus,crossref_nucleo_a4|scopus_nucleo_a1_manutencao_sustentabilidade,Simultaneity in Renewable Building Energy Supply—A Case Study on a Lecturing and Exhibition Building on a University Campus Located in the Cfb Climate Zone,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02492|CROSSREF::crossref_nucleo_a4_raw.csv::00007
REG_02489,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,Development of a Framework to Support Whole-Life-Cycle Net-Zero-Carbon Buildings through Integration of Building Information Modelling and Digital Twins,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::02494|WOS::WOS_NUCLEO_01_20260708_part01.ris::00133
